"Date","Price","Open","High","Low","Vol.","Change %"
"06/30/2021","1,374.84","1,374.84","1,374.84","1,374.84","","0.35%"
"06/29/2021","1,369.98","1,369.98","1,369.98","1,369.98","","-0.36%"
"06/28/2021","1,374.93","1,374.93","1,374.93","1,374.93","","-1.00%"
"06/25/2021","1,388.76","1,388.76","1,388.76","1,388.76","","0.09%"
"06/24/2021","1,387.46","1,387.46","1,387.46","1,387.46","","1.36%"
"06/23/2021","1,368.83","1,368.83","1,368.83","1,368.83","","0.11%"
"06/22/2021","1,367.38","1,367.38","1,367.38","1,367.38","","0.48%"
"06/21/2021","1,360.88","1,360.88","1,360.88","1,360.88","","2.27%"
"06/18/2021","1,330.67","1,330.67","1,330.67","1,330.67","","-2.45%"
"06/17/2021","1,364.06","1,364.06","1,364.06","1,364.06","","-1.84%"
"06/16/2021","1,389.57","1,389.57","1,389.57","1,389.57","","-0.06%"
"06/15/2021","1,390.45","1,390.45","1,390.45","1,390.45","","0.23%"
"06/14/2021","1,387.32","1,387.32","1,387.32","1,387.32","","-0.64%"
"06/11/2021","1,396.25","1,396.25","1,396.25","1,396.25","","0.98%"
"06/10/2021","1,382.70","1,382.70","1,382.70","1,382.70","","-1.37%"
"06/09/2021","1,401.91","1,401.91","1,401.91","1,401.91","","-0.86%"
"06/08/2021","1,414.12","1,414.12","1,414.12","1,414.12","","1.19%"
"06/07/2021","1,397.56","1,397.56","1,397.56","1,397.56","","0.99%"
"06/04/2021","1,383.80","1,383.80","1,383.80","1,383.80","","0.18%"
"06/03/2021","1,381.25","1,381.25","1,381.25","1,381.25","","-0.80%"
"06/02/2021","1,392.43","1,392.43","1,392.43","1,392.43","","-0.07%"
"06/01/2021","1,393.44","1,393.44","1,393.44","1,393.44","","1.57%"
"05/28/2021","1,371.94","1,371.94","1,371.94","1,371.94","","-0.30%"
"05/27/2021","1,376.13","1,376.13","1,376.13","1,376.13","","0.99%"
"05/26/2021","1,362.60","1,362.60","1,362.60","1,362.60","","2.13%"
"05/25/2021","1,334.15","1,334.15","1,334.15","1,334.15","","-1.15%"
"05/24/2021","1,349.63","1,349.63","1,349.63","1,349.63","","0.46%"
"05/21/2021","1,343.46","1,343.46","1,343.46","1,343.46","","0.42%"
"05/20/2021","1,337.78","1,337.78","1,337.78","1,337.78","","0.32%"
"05/19/2021","1,333.53","1,333.53","1,333.53","1,333.53","","-0.61%"
"05/18/2021","1,341.76","1,341.76","1,341.76","1,341.76","","-1.11%"
"05/17/2021","1,356.83","1,356.83","1,356.83","1,356.83","","0.15%"
"05/14/2021","1,354.82","1,354.82","1,354.82","1,354.82","","2.20%"
"05/13/2021","1,325.60","1,325.60","1,325.60","1,325.60","","2.41%"
"05/12/2021","1,294.40","1,294.40","1,294.40","1,294.40","","-3.21%"
"05/11/2021","1,337.38","1,337.38","1,337.38","1,337.38","","-0.53%"
"05/10/2021","1,344.46","1,344.46","1,344.46","1,344.46","","-2.17%"
"05/07/2021","1,374.26","1,374.26","1,374.26","1,374.26","","0.93%"
"05/06/2021","1,361.61","1,361.61","1,361.61","1,361.61","","0.58%"
"05/05/2021","1,353.81","1,353.81","1,353.81","1,353.81","","-0.04%"
"05/04/2021","1,354.41","1,354.41","1,354.41","1,354.41","","-0.48%"
"05/03/2021","1,360.96","1,360.96","1,360.96","1,360.96","","1.15%"
"04/30/2021","1,345.54","1,345.54","1,345.54","1,345.54","","-1.32%"
"04/29/2021","1,363.56","1,363.56","1,363.56","1,363.56","","0.04%"
"04/28/2021","1,363.05","1,363.05","1,363.05","1,363.05","","0.16%"
"04/27/2021","1,360.89","1,360.89","1,360.89","1,360.89","","0.27%"
"04/26/2021","1,357.20","1,357.20","1,357.20","1,357.20","","0.53%"
"04/23/2021","1,350.06","1,350.06","1,350.06","1,350.06","","1.83%"
"04/22/2021","1,325.84","1,325.84","1,325.84","1,325.84","","-0.48%"
"04/21/2021","1,332.27","1,332.27","1,332.27","1,332.27","","2.19%"
"04/20/2021","1,303.70","1,303.70","1,303.70","1,303.70","","-2.23%"
"04/19/2021","1,333.40","1,333.40","1,333.40","1,333.40","","-1.08%"
"04/16/2021","1,347.95","1,347.95","1,347.95","1,347.95","","0.30%"
"04/15/2021","1,343.89","1,343.89","1,343.89","1,343.89","","0.34%"
"04/14/2021","1,339.36","1,339.36","1,339.36","1,339.36","","0.95%"
"04/13/2021","1,326.75","1,326.75","1,326.75","1,326.75","","-0.65%"
"04/12/2021","1,335.39","1,335.39","1,335.39","1,335.39","","0.06%"
"04/09/2021","1,334.56","1,334.56","1,334.56","1,334.56","","0.18%"
"04/08/2021","1,332.13","1,332.13","1,332.13","1,332.13","","0.51%"
"04/07/2021","1,325.31","1,325.31","1,325.31","1,325.31","","-1.39%"
"04/06/2021","1,343.93","1,343.93","1,343.93","1,343.93","","-0.15%"
"04/05/2021","1,346.01","1,346.01","1,346.01","1,346.01","","0.43%"
"04/01/2021","1,340.30","1,340.30","1,340.30","1,340.30","","1.59%"
"03/31/2021","1,319.35","1,319.35","1,319.35","1,319.35","","0.24%"
"03/30/2021","1,316.21","1,316.21","1,316.21","1,316.21","","1.50%"
"03/29/2021","1,296.80","1,296.80","1,296.80","1,296.80","","-2.59%"
"03/26/2021","1,331.26","1,331.26","1,331.26","1,331.26","","2.41%"
"03/25/2021","1,299.99","1,299.99","1,299.99","1,299.99","","2.62%"
"03/24/2021","1,266.83","1,266.83","1,266.83","1,266.83","","-1.74%"
"03/23/2021","1,289.25","1,289.25","1,289.25","1,289.25","","-3.49%"
"03/22/2021","1,335.82","1,335.82","1,335.82","1,335.82","","-1.42%"
"03/19/2021","1,355.09","1,355.09","1,355.09","1,355.09","","0.32%"
"03/18/2021","1,350.74","1,350.74","1,350.74","1,350.74","","-2.22%"
"03/17/2021","1,381.46","1,381.46","1,381.46","1,381.46","","0.57%"
"03/16/2021","1,373.56","1,373.56","1,373.56","1,373.56","","-1.66%"
"03/15/2021","1,396.70","1,396.70","1,396.70","1,396.70","","-0.07%"
"03/12/2021","1,397.66","1,397.66","1,397.66","1,397.66","","0.87%"
"03/11/2021","1,385.65","1,385.65","1,385.65","1,385.65","","1.36%"
"03/10/2021","1,366.99","1,366.99","1,366.99","1,366.99","","2.02%"
"03/09/2021","1,339.99","1,339.99","1,339.99","1,339.99","","0.92%"
"03/08/2021","1,327.82","1,327.82","1,327.82","1,327.82","","1.97%"
"03/05/2021","1,302.12","1,302.12","1,302.12","1,302.12","","2.35%"
"03/04/2021","1,272.27","1,272.27","1,272.27","1,272.27","","-1.94%"
"03/03/2021","1,297.47","1,297.47","1,297.47","1,297.47","","0.22%"
"03/02/2021","1,294.68","1,294.68","1,294.68","1,294.68","","-1.74%"
"03/01/2021","1,317.58","1,317.58","1,317.58","1,317.58","","3.05%"
"02/26/2021","1,278.56","1,278.56","1,278.56","1,278.56","","-0.40%"
"02/25/2021","1,283.73","1,283.73","1,283.73","1,283.73","","-3.02%"
"02/24/2021","1,323.76","1,323.76","1,323.76","1,323.76","","2.73%"
"02/23/2021","1,288.53","1,288.53","1,288.53","1,288.53","","-0.62%"
"02/22/2021","1,296.51","1,296.51","1,296.51","1,296.51","","0.60%"
"02/19/2021","1,288.77","1,288.77","1,288.77","1,288.77","","1.71%"
"02/18/2021","1,267.12","1,267.12","1,267.12","1,267.12","","-1.53%"
"02/17/2021","1,286.82","1,286.82","1,286.82","1,286.82","","-0.55%"
"02/16/2021","1,293.88","1,293.88","1,293.88","1,293.88","","-0.31%"
"02/12/2021","1,297.90","1,297.90","1,297.90","1,297.90","","0.16%"
"02/11/2021","1,295.81","1,295.81","1,295.81","1,295.81","","0.38%"
"02/10/2021","1,290.93","1,290.93","1,290.93","1,290.93","","-0.34%"
"02/09/2021","1,295.39","1,295.39","1,295.39","1,295.39","","0.63%"
"02/08/2021","1,287.27","1,287.27","1,287.27","1,287.27","","2.76%"
"02/05/2021","1,252.75","1,252.75","1,252.75","1,252.75","","1.17%"
"02/04/2021","1,238.28","1,238.28","1,238.28","1,238.28","","1.70%"
"02/03/2021","1,217.59","1,217.59","1,217.59","1,217.59","","0.45%"
"02/02/2021","1,212.08","1,212.08","1,212.08","1,212.08","","0.15%"
"02/01/2021","1,210.25","1,210.25","1,210.25","1,210.25","","1.81%"
"01/29/2021","1,188.71","1,188.71","1,188.71","1,188.71","","-1.50%"
"01/28/2021","1,206.78","1,206.78","1,206.78","1,206.78","","-1.83%"
"01/27/2021","1,229.29","1,229.29","1,229.29","1,229.29","","-0.32%"
"01/26/2021","1,233.22","1,233.22","1,233.22","1,233.22","","0.03%"
"01/25/2021","1,232.83","1,232.83","1,232.83","1,232.83","","0.09%"
"01/22/2021","1,231.70","1,231.70","1,231.70","1,231.70","","1.27%"
"01/21/2021","1,216.23","1,216.23","1,216.23","1,216.23","","-1.10%"
"01/20/2021","1,229.82","1,229.82","1,229.82","1,229.82","","0.45%"
"01/19/2021","1,224.30","1,224.30","1,224.30","1,224.30","","1.02%"
"01/15/2021","1,211.91","1,211.91","1,211.91","1,211.91","","-1.69%"
"01/14/2021","1,232.70","1,232.70","1,232.70","1,232.70","","2.29%"
"01/13/2021","1,205.16","1,205.16","1,205.16","1,205.16","","-0.85%"
"01/12/2021","1,215.46","1,215.46","1,215.46","1,215.46","","1.69%"
"01/11/2021","1,195.22","1,195.22","1,195.22","1,195.22","","0.42%"
"01/08/2021","1,190.26","1,190.26","1,190.26","1,190.26","","-0.80%"
"01/07/2021","1,199.81","1,199.81","1,199.81","1,199.81","","1.25%"
"01/06/2021","1,185.02","1,185.02","1,185.02","1,185.02","","4.77%"
"01/05/2021","1,131.03","1,131.03","1,131.03","1,131.03","","2.18%"
"01/04/2021","1,106.93","1,106.93","1,106.93","1,106.93","","-1.07%"
"12/31/2020","1,118.93","1,118.93","1,118.93","1,118.93","","0.08%"
"12/30/2020","1,118.01","1,118.01","1,118.01","1,118.01","","0.96%"
"12/29/2020","1,107.35","1,107.35","1,107.35","1,107.35","","-1.56%"
"12/28/2020","1,124.94","1,124.94","1,124.94","1,124.94","","0.31%"
"12/24/2020","1,121.51","1,121.51","1,121.51","1,121.51","","-0.02%"
"12/23/2020","1,121.74","1,121.74","1,121.74","1,121.74","","1.11%"
"12/22/2020","1,109.45","1,109.45","1,109.45","1,109.45","","0.44%"
"12/21/2020","1,104.60","1,104.60","1,104.60","1,104.60","","-0.32%"
"12/18/2020","1,108.16","1,108.16","1,108.16","1,108.16","","-0.77%"
"12/17/2020","1,116.74","1,116.74","1,116.74","1,116.74","","1.01%"
"12/16/2020","1,105.53","1,105.53","1,105.53","1,105.53","","-0.55%"
"12/15/2020","1,111.67","1,111.67","1,111.67","1,111.67","","2.64%"
"12/14/2020","1,083.05","1,083.05","1,083.05","1,083.05","","-0.33%"
"12/11/2020","1,086.59","1,086.59","1,086.59","1,086.59","","-0.79%"
"12/10/2020","1,095.22","1,095.22","1,095.22","1,095.22","","0.49%"
"12/09/2020","1,089.84","1,089.84","1,089.84","1,089.84","","-0.09%"
"12/08/2020","1,090.78","1,090.78","1,090.78","1,090.78","","0.90%"
"12/07/2020","1,081.04","1,081.04","1,081.04","1,081.04","","-0.41%"
"12/04/2020","1,085.44","1,085.44","1,085.44","1,085.44","","2.49%"
"12/03/2020","1,059.03","1,059.03","1,059.03","1,059.03","","0.70%"
"12/02/2020","1,051.69","1,051.69","1,051.69","1,051.69","","0.47%"
"12/01/2020","1,046.75","1,046.75","1,046.75","1,046.75","","1.18%"
"11/30/2020","1,034.51","1,034.51","1,034.51","1,034.51","","-2.37%"
"11/27/2020","1,059.67","1,059.67","1,059.67","1,059.67","","-0.04%"
"11/25/2020","1,060.05","1,060.05","1,060.05","1,060.05","","-0.88%"
"11/24/2020","1,069.41","1,069.41","1,069.41","1,069.41","","2.53%"
"11/23/2020","1,043.03","1,043.03","1,043.03","1,043.03","","2.23%"
"11/20/2020","1,020.23","1,020.23","1,020.23","1,020.23","","-0.16%"
"11/19/2020","1,021.83","1,021.83","1,021.83","1,021.83","","0.64%"
"11/18/2020","1,015.33","1,015.33","1,015.33","1,015.33","","-1.29%"
"11/17/2020","1,028.57","1,028.57","1,028.57","1,028.57","","0.49%"
"11/16/2020","1,023.52","1,023.52","1,023.52","1,023.52","","2.94%"
"11/13/2020","994.29","994.29","994.29","994.29","","2.66%"
"11/12/2020","968.50","968.50","968.50","968.50","","-2.12%"
"11/11/2020","989.44","989.44","989.44","989.44","","-0.66%"
"11/10/2020","996.00","996.00","996.00","996.00","","2.64%"
"11/09/2020","970.41","970.41","970.41","970.41","","4.88%"
"11/06/2020","925.22","925.22","925.22","925.22","","-1.04%"
"11/05/2020","934.94","934.94","934.94","934.94","","2.79%"
"11/04/2020","909.54","909.54","909.54","909.54","","-1.02%"
"11/03/2020","918.90","918.90","918.90","918.90","","2.63%"
"11/02/2020","895.39","895.39","895.39","895.39","","2.14%"
"10/30/2020","876.59","876.59","876.59","876.59","","-1.36%"
"10/29/2020","888.66","888.66","888.66","888.66","","1.58%"
"10/28/2020","874.84","874.84","874.84","874.84","","-3.00%"
"10/27/2020","901.87","901.87","901.87","901.87","","-1.32%"
"10/26/2020","913.96","913.96","913.96","913.96","","-2.12%"
"10/23/2020","933.72","933.72","933.72","933.72","","0.52%"
"10/22/2020","928.92","928.92","928.92","928.92","","1.51%"
"10/21/2020","915.07","915.07","915.07","915.07","","-0.45%"
"10/20/2020","919.25","919.25","919.25","919.25","","0.67%"
"10/19/2020","913.09","913.09","913.09","913.09","","-1.15%"
"10/16/2020","923.71","923.71","923.71","923.71","","-0.63%"
"10/15/2020","929.57","929.57","929.57","929.57","","1.33%"
"10/14/2020","917.35","917.35","917.35","917.35","","-0.53%"
"10/13/2020","922.27","922.27","922.27","922.27","","-1.13%"
"10/12/2020","932.78","932.78","932.78","932.78","","0.71%"
"10/09/2020","926.19","926.19","926.19","926.19","","0.45%"
"10/08/2020","922.07","922.07","922.07","922.07","","1.49%"
"10/07/2020","908.49","908.49","908.49","908.49","","1.48%"
"10/06/2020","895.26","895.26","895.26","895.26","","-0.13%"
"10/05/2020","896.44","896.44","896.44","896.44","","2.27%"
"10/02/2020","876.58","876.58","876.58","876.58","","1.05%"
"10/01/2020","867.47","867.47","867.47","867.47","","1.43%"
"09/30/2020","855.27","855.27","855.27","855.27","","0.23%"
"09/29/2020","853.35","853.35","853.35","853.35","","-0.55%"
"09/28/2020","858.07","858.07","858.07","858.07","","2.77%"
"09/25/2020","834.93","834.93","834.93","834.93","","0.98%"
"09/24/2020","826.80","826.80","826.80","826.80","","0.51%"
"09/23/2020","822.63","822.63","822.63","822.63","","-2.78%"
"09/22/2020","846.18","846.18","846.18","846.18","","0.67%"
"09/21/2020","840.53","840.53","840.53","840.53","","-3.45%"
"09/18/2020","870.57","870.57","870.57","870.57","","-0.60%"
"09/17/2020","875.86","875.86","875.86","875.86","","-0.78%"
"09/16/2020","882.78","882.78","882.78","882.78","","0.69%"
"09/15/2020","876.74","876.74","876.74","876.74","","-0.04%"
"09/14/2020","877.10","877.10","877.10","877.10","","1.76%"
"09/11/2020","861.93","861.93","861.93","861.93","","-0.65%"
"09/10/2020","867.53","867.53","867.53","867.53","","-1.34%"
"09/09/2020","879.29","879.29","879.29","879.29","","1.01%"
"09/08/2020","870.50","870.50","870.50","870.50","","-2.39%"
"09/04/2020","891.81","891.81","891.81","891.81","","-0.49%"
"09/03/2020","896.17","896.17","896.17","896.17","","-2.61%"
"09/02/2020","920.20","920.20","920.20","920.20","","1.19%"
"09/01/2020","909.34","909.34","909.34","909.34","","1.17%"
"08/31/2020","898.79","898.79","898.79","898.79","","-1.45%"
"08/28/2020","912.02","912.02","912.02","912.02","","0.72%"
"08/27/2020","905.46","905.46","905.46","905.46","","0.34%"
"08/26/2020","902.38","902.38","902.38","902.38","","-0.88%"
"08/25/2020","910.35","910.35","910.35","910.35","","0.07%"
"08/24/2020","909.73","909.73","909.73","909.73","","1.67%"
"08/21/2020","894.74","894.74","894.74","894.74","","-0.67%"
"08/20/2020","900.74","900.74","900.74","900.74","","-0.85%"
"08/19/2020","908.43","908.43","908.43","908.43","","0.14%"
"08/18/2020","907.13","907.13","907.13","907.13","","-1.30%"
"08/17/2020","919.09","919.09","919.09","919.09","","0.13%"
"08/14/2020","917.90","917.90","917.90","917.90","","0.04%"
"08/13/2020","917.57","917.57","917.57","917.57","","-0.71%"
"08/12/2020","924.17","924.17","924.17","924.17","","0.48%"
"08/11/2020","919.79","919.79","919.79","919.79","","-0.08%"
"08/10/2020","920.49","920.49","920.49","920.49","","0.97%"
"08/07/2020","911.67","911.67","911.67","911.67","","1.75%"
"08/06/2020","896.00","896.00","896.00","896.00","","-0.51%"
"08/05/2020","900.61","900.61","900.61","900.61","","2.21%"
"08/04/2020","881.14","881.14","881.14","881.14","","0.57%"
"08/03/2020","876.19","876.19","876.19","876.19","","1.25%"
"07/31/2020","865.38","865.38","865.38","865.38","","-0.70%"
"07/30/2020","871.44","871.44","871.44","871.44","","-0.68%"
"07/29/2020","877.44","877.44","877.44","877.44","","2.58%"
"07/28/2020","855.41","855.41","855.41","855.41","","-0.75%"
"07/27/2020","861.83","861.83","861.83","861.83","","1.20%"
"07/24/2020","851.59","851.59","851.59","851.59","","-1.68%"
"07/23/2020","866.14","866.14","866.14","866.14","","0.64%"
"07/22/2020","860.64","860.64","860.64","860.64","","0.15%"
"07/21/2020","859.38","859.38","859.38","859.38","","2.08%"
"07/20/2020","841.87","841.87","841.87","841.87","","-0.63%"
"07/17/2020","847.18","847.18","847.18","847.18","","-0.02%"
"07/16/2020","847.31","847.31","847.31","847.31","","-0.68%"
"07/15/2020","853.10","853.10","853.10","853.10","","3.66%"
"07/14/2020","822.99","822.99","822.99","822.99","","1.67%"
"07/13/2020","809.47","809.47","809.47","809.47","","-0.97%"
"07/10/2020","817.37","817.37","817.37","817.37","","2.19%"
"07/09/2020","799.86","799.86","799.86","799.86","","-2.28%"
"07/08/2020","818.56","818.56","818.56","818.56","","0.41%"
"07/07/2020","815.23","815.23","815.23","815.23","","-2.00%"
"07/06/2020","831.89","831.89","831.89","831.89","","0.96%"
"07/02/2020","823.95","823.95","823.95","823.95","","0.50%"
"07/01/2020","819.82","819.82","819.82","819.82","","-1.45%"
"06/30/2020","831.89","831.89","831.89","831.89","","1.42%"
"06/29/2020","820.26","820.26","820.26","820.26","","4.00%"
"06/26/2020","788.69","788.69","788.69","788.69","","-2.87%"
"06/25/2020","812.00","812.00","812.00","812.00","","1.72%"
"06/24/2020","798.27","798.27","798.27","798.27","","-3.60%"
"06/23/2020","828.10","828.10","828.10","828.10","","0.36%"
"06/22/2020","825.13","825.13","825.13","825.13","","0.78%"
"06/19/2020","818.76","818.76","818.76","818.76","","-1.27%"
"06/18/2020","829.29","829.29","829.29","829.29","","-0.35%"
"06/17/2020","832.20","832.20","832.20","832.20","","-2.11%"
"06/16/2020","850.16","850.16","850.16","850.16","","2.52%"
"06/15/2020","829.29","829.29","829.29","829.29","","2.07%"
"06/12/2020","812.49","812.49","812.49","812.49","","2.56%"
"06/11/2020","792.25","792.25","792.25","792.25","","-8.21%"
"06/10/2020","863.09","863.09","863.09","863.09","","-3.54%"
"06/09/2020","894.77","894.77","894.77","894.77","","-2.51%"
"06/08/2020","917.81","917.81","917.81","917.81","","2.06%"
"06/05/2020","899.33","899.33","899.33","899.33","","4.40%"
"06/04/2020","861.45","861.45","861.45","861.45","","1.43%"
"06/03/2020","849.27","849.27","849.27","849.27","","3.54%"
"06/02/2020","820.26","820.26","820.26","820.26","","1.14%"
"06/01/2020","811.00","811.00","811.00","811.00","","0.98%"
"05/29/2020","803.11","803.11","803.11","803.11","","-1.03%"
"05/28/2020","811.49","811.49","811.49","811.49","","-3.16%"
"05/27/2020","837.98","837.98","837.98","837.98","","3.91%"
"05/26/2020","806.47","806.47","806.47","806.47","","4.01%"
"05/22/2020","775.34","775.34","775.34","775.34","","0.51%"
"05/21/2020","771.41","771.41","771.41","771.41","","0.02%"
"05/20/2020","771.25","771.25","771.25","771.25","","3.14%"
"05/19/2020","747.78","747.78","747.78","747.78","","-2.09%"
"05/18/2020","763.72","763.72","763.72","763.72","","7.21%"
"05/15/2020","712.38","712.38","712.38","712.38","","1.31%"
"05/14/2020","703.17","703.17","703.17","703.17","","0.37%"
"05/13/2020","700.59","700.59","700.59","700.59","","-3.86%"
"05/12/2020","728.74","728.74","728.74","728.74","","-3.70%"
"05/11/2020","756.76","756.76","756.76","756.76","","-1.83%"
"05/08/2020","770.87","770.87","770.87","770.87","","4.11%"
"05/07/2020","740.46","740.46","740.46","740.46","","1.52%"
"05/06/2020","729.41","729.41","729.41","729.41","","-1.26%"
"05/05/2020","738.71","738.71","738.71","738.71","","0.37%"
"05/04/2020","736.02","736.02","736.02","736.02","","-0.54%"
"05/01/2020","740.02","740.02","740.02","740.02","","-4.03%"
"04/30/2020","771.11","771.11","771.11","771.11","","-3.97%"
"04/29/2020","802.96","802.96","802.96","802.96","","5.50%"
"04/28/2020","761.08","761.08","761.08","761.08","","2.04%"
"04/27/2020","745.84","745.84","745.84","745.84","","4.29%"
"04/24/2020","715.14","715.14","715.14","715.14","","1.08%"
"04/23/2020","707.49","707.49","707.49","707.49","","1.25%"
"04/22/2020","698.74","698.74","698.74","698.74","","0.88%"
"04/21/2020","692.66","692.66","692.66","692.66","","-2.18%"
"04/20/2020","708.12","708.12","708.12","708.12","","-2.00%"
"04/17/2020","722.58","722.58","722.58","722.58","","4.51%"
"04/16/2020","691.42","691.42","691.42","691.42","","-0.62%"
"04/15/2020","695.73","695.73","695.73","695.73","","-4.84%"
"04/14/2020","731.10","731.10","731.10","731.10","","1.77%"
"04/13/2020","718.35","718.35","718.35","718.35","","-3.35%"
"04/09/2020","743.23","743.23","743.23","743.23","","5.11%"
"04/08/2020","707.08","707.08","707.08","707.08","","4.34%"
"04/07/2020","677.65","677.65","677.65","677.65","","0.44%"
"04/06/2020","674.65","674.65","674.65","674.65","","8.40%"
"04/03/2020","622.35","622.35","622.35","622.35","","-3.55%"
"04/02/2020","645.29","645.29","645.29","645.29","","1.52%"
"04/01/2020","635.66","635.66","635.66","635.66","","-7.18%"
"03/31/2020","684.84","684.84","684.84","684.84","","-0.07%"
"03/30/2020","685.32","685.32","685.32","685.32","","2.31%"
"03/27/2020","669.88","669.88","669.88","669.88","","-4.39%"
"03/26/2020","700.66","700.66","700.66","700.66","","6.91%"
"03/25/2020","655.40","655.40","655.40","655.40","","0.94%"
"03/24/2020","649.32","649.32","649.32","649.32","","9.01%"
"03/23/2020","595.67","595.67","595.67","595.67","","-1.47%"
"03/20/2020","604.59","604.59","604.59","604.59","","-4.82%"
"03/19/2020","635.19","635.19","635.19","635.19","","5.72%"
"03/18/2020","600.82","600.82","600.82","600.82","","-10.33%"
"03/17/2020","670.06","670.06","670.06","670.06","","6.47%"
"03/16/2020","629.36","629.36","629.36","629.36","","-13.31%"
"03/13/2020","725.98","725.98","725.98","725.98","","8.15%"
"03/12/2020","671.29","671.29","671.29","671.29","","-11.38%"
"03/11/2020","757.53","757.53","757.53","757.53","","-6.02%"
"03/10/2020","806.03","806.03","806.03","806.03","","2.87%"
"03/09/2020","783.53","783.53","783.53","783.53","","-9.65%"
"03/06/2020","867.20","867.20","867.20","867.20","","-1.86%"
"03/05/2020","883.67","883.67","883.67","883.67","","-3.58%"
"03/04/2020","916.47","916.47","916.47","916.47","","3.14%"
"03/03/2020","888.60","888.60","888.60","888.60","","-2.12%"
"03/02/2020","907.89","907.89","907.89","907.89","","2.61%"
"02/28/2020","884.78","884.78","884.78","884.78","","-1.67%"
"02/27/2020","899.84","899.84","899.84","899.84","","-3.76%"
"02/26/2020","935.03","935.03","935.03","935.03","","-1.26%"
"02/25/2020","946.92","946.92","946.92","946.92","","-3.38%"
"02/24/2020","980.05","980.05","980.05","980.05","","-2.93%"
"02/21/2020","1,009.62","1,009.62","1,009.62","1,009.62","","-1.11%"
"02/20/2020","1,020.96","1,020.96","1,020.96","1,020.96","","0.46%"
"02/19/2020","1,016.31","1,016.31","1,016.31","1,016.31","","0.36%"
"02/18/2020","1,012.67","1,012.67","1,012.67","1,012.67","","-0.55%"
"02/14/2020","1,018.27","1,018.27","1,018.27","1,018.27","","-0.51%"
"02/13/2020","1,023.47","1,023.47","1,023.47","1,023.47","","0.37%"
"02/12/2020","1,019.72","1,019.72","1,019.72","1,019.72","","0.67%"
"02/11/2020","1,012.97","1,012.97","1,012.97","1,012.97","","0.73%"
"02/10/2020","1,005.60","1,005.60","1,005.60","1,005.60","","0.35%"
"02/07/2020","1,002.05","1,002.05","1,002.05","1,002.05","","-1.44%"
"02/06/2020","1,016.66","1,016.66","1,016.66","1,016.66","","-0.35%"
"02/05/2020","1,020.20","1,020.20","1,020.20","1,020.20","","1.91%"
"02/04/2020","1,001.12","1,001.12","1,001.12","1,001.12","","1.24%"
"02/03/2020","988.83","988.83","988.83","988.83","","0.92%"
"01/31/2020","979.84","979.84","979.84","979.84","","-2.31%"
"01/30/2020","1,003.03","1,003.03","1,003.03","1,003.03","","-0.14%"
"01/29/2020","1,004.42","1,004.42","1,004.42","1,004.42","","-0.77%"
"01/28/2020","1,012.23","1,012.23","1,012.23","1,012.23","","0.83%"
"01/27/2020","1,003.93","1,003.93","1,003.93","1,003.93","","-1.19%"
"01/24/2020","1,015.98","1,015.98","1,015.98","1,015.98","","-1.50%"
"01/23/2020","1,031.47","1,031.47","1,031.47","1,031.47","","0.19%"
"01/22/2020","1,029.52","1,029.52","1,029.52","1,029.52","","-0.02%"
"01/21/2020","1,029.72","1,029.72","1,029.72","1,029.72","","-0.92%"
"01/17/2020","1,039.28","1,039.28","1,039.28","1,039.28","","-0.17%"
"01/16/2020","1,041.03","1,041.03","1,041.03","1,041.03","","1.31%"
"01/15/2020","1,027.61","1,027.61","1,027.61","1,027.61","","0.38%"
"01/14/2020","1,023.68","1,023.68","1,023.68","1,023.68","","0.33%"
"01/13/2020","1,020.33","1,020.33","1,020.33","1,020.33","","0.94%"
"01/10/2020","1,010.84","1,010.84","1,010.84","1,010.84","","-0.49%"
"01/09/2020","1,015.79","1,015.79","1,015.79","1,015.79","","-0.07%"
"01/08/2020","1,016.51","1,016.51","1,016.51","1,016.51","","0.24%"
"01/07/2020","1,014.09","1,014.09","1,014.09","1,014.09","","-0.56%"
"01/06/2020","1,019.76","1,019.76","1,019.76","1,019.76","","-0.11%"
"01/03/2020","1,020.93","1,020.93","1,020.93","1,020.93","","0.01%"
"01/02/2020","1,020.83","1,020.83","1,020.83","1,020.83","","-0.03%"
"12/31/2019","1,021.18","1,021.18","1,021.18","1,021.18","","0.31%"
"12/30/2019","1,018.02","1,018.02","1,018.02","1,018.02","","-0.08%"
"12/27/2019","1,018.87","1,018.87","1,018.87","1,018.87","","-0.47%"
"12/26/2019","1,023.70","1,023.70","1,023.70","1,023.70","","-0.10%"
"12/24/2019","1,024.69","1,024.69","1,024.69","1,024.69","","0.20%"
"12/23/2019","1,022.67","1,022.67","1,022.67","1,022.67","","-0.02%"
"12/20/2019","1,022.88","1,022.88","1,022.88","1,022.88","","0.04%"
"12/19/2019","1,022.44","1,022.44","1,022.44","1,022.44","","0.29%"
"12/18/2019","1,019.53","1,019.53","1,019.53","1,019.53","","0.38%"
"12/17/2019","1,015.72","1,015.72","1,015.72","1,015.72","","0.77%"
"12/16/2019","1,007.93","1,007.93","1,007.93","1,007.93","","0.51%"
"12/13/2019","1,002.79","1,002.79","1,002.79","1,002.79","","-0.67%"
"12/12/2019","1,009.59","1,009.59","1,009.59","1,009.59","","1.06%"
"12/11/2019","999.04","999.04","999.04","999.04","","0.02%"
"12/10/2019","998.87","998.87","998.87","998.87","","-0.02%"
"12/09/2019","999.06","999.06","999.06","999.06","","-0.31%"
