"Date","Price","Open","High","Low","Vol.","Change %"
"11/23/2022","1,229.90","1,229.90","1,229.90","1,229.90","","0.12%"
"11/22/2022","1,228.46","1,228.46","1,228.46","1,228.46","","1.18%"
"11/21/2022","1,214.15","1,214.15","1,214.15","1,214.15","","-0.33%"
"11/18/2022","1,218.14","1,218.14","1,218.14","1,218.14","","0.64%"
"11/17/2022","1,210.36","1,210.36","1,210.36","1,210.36","","-0.34%"
"11/16/2022","1,214.43","1,214.43","1,214.43","1,214.43","","-1.67%"
"11/15/2022","1,235.03","1,235.03","1,235.03","1,235.03","","1.36%"
"11/14/2022","1,218.47","1,218.47","1,218.47","1,218.47","","-1.11%"
"11/11/2022","1,232.18","1,232.18","1,232.18","1,232.18","","0.56%"
"11/10/2022","1,225.35","1,225.35","1,225.35","1,225.35","","5.90%"
"11/09/2022","1,157.13","1,157.13","1,157.13","1,157.13","","-2.29%"
"11/08/2022","1,184.26","1,184.26","1,184.26","1,184.26","","0.12%"
"11/07/2022","1,182.83","1,182.83","1,182.83","1,182.83","","0.98%"
"11/04/2022","1,171.36","1,171.36","1,171.36","1,171.36","","1.54%"
"11/03/2022","1,153.58","1,153.58","1,153.58","1,153.58","","-0.55%"
"11/02/2022","1,160.01","1,160.01","1,160.01","1,160.01","","-3.41%"
"11/01/2022","1,200.94","1,200.94","1,200.94","1,200.94","","0.45%"
"10/31/2022","1,195.57","1,195.57","1,195.57","1,195.57","","-0.11%"
"10/28/2022","1,196.85","1,196.85","1,196.85","1,196.85","","2.16%"
"10/27/2022","1,171.58","1,171.58","1,171.58","1,171.58","","0.35%"
"10/26/2022","1,167.50","1,167.50","1,167.50","1,167.50","","0.35%"
"10/25/2022","1,163.43","1,163.43","1,163.43","1,163.43","","2.32%"
"10/24/2022","1,137.03","1,137.03","1,137.03","1,137.03","","0.84%"
"10/21/2022","1,127.54","1,127.54","1,127.54","1,127.54","","2.38%"
"10/20/2022","1,101.29","1,101.29","1,101.29","1,101.29","","-1.41%"
"10/19/2022","1,117.05","1,117.05","1,117.05","1,117.05","","-1.51%"
"10/18/2022","1,134.17","1,134.17","1,134.17","1,134.17","","1.16%"
"10/17/2022","1,121.13","1,121.13","1,121.13","1,121.13","","2.76%"
"10/14/2022","1,091.05","1,091.05","1,091.05","1,091.05","","-2.31%"
"10/13/2022","1,116.80","1,116.80","1,116.80","1,116.80","","2.54%"
"10/12/2022","1,089.14","1,089.14","1,089.14","1,089.14","","-0.66%"
"10/11/2022","1,096.38","1,096.38","1,096.38","1,096.38","","0.25%"
"10/10/2022","1,093.61","1,093.61","1,093.61","1,093.61","","-0.01%"
"10/07/2022","1,093.73","1,093.73","1,093.73","1,093.73","","-2.43%"
"10/06/2022","1,120.96","1,120.96","1,120.96","1,120.96","","-0.58%"
"10/05/2022","1,127.46","1,127.46","1,127.46","1,127.46","","-0.63%"
"10/04/2022","1,134.66","1,134.66","1,134.66","1,134.66","","3.80%"
"10/03/2022","1,093.07","1,093.07","1,093.07","1,093.07","","2.64%"
"09/30/2022","1,064.95","1,064.95","1,064.95","1,064.95","","-0.65%"
"09/29/2022","1,071.95","1,071.95","1,071.95","1,071.95","","-2.09%"
"09/28/2022","1,094.79","1,094.79","1,094.79","1,094.79","","2.76%"
"09/27/2022","1,065.33","1,065.33","1,065.33","1,065.33","","0.08%"
"09/26/2022","1,064.45","1,064.45","1,064.45","1,064.45","","-1.52%"
"09/23/2022","1,080.92","1,080.92","1,080.92","1,080.92","","-2.23%"
"09/22/2022","1,105.59","1,105.59","1,105.59","1,105.59","","-2.10%"
"09/21/2022","1,129.28","1,129.28","1,129.28","1,129.28","","-1.14%"
"09/20/2022","1,142.29","1,142.29","1,142.29","1,142.29","","-1.24%"
"09/19/2022","1,156.64","1,156.64","1,156.64","1,156.64","","1.02%"
"09/16/2022","1,144.98","1,144.98","1,144.98","1,144.98","","-0.65%"
"09/15/2022","1,152.46","1,152.46","1,152.46","1,152.46","","-0.82%"
"09/14/2022","1,161.99","1,161.99","1,161.99","1,161.99","","-0.02%"
"09/13/2022","1,162.22","1,162.22","1,162.22","1,162.22","","-3.87%"
"09/12/2022","1,208.97","1,208.97","1,208.97","1,208.97","","1.28%"
"09/09/2022","1,193.69","1,193.69","1,193.69","1,193.69","","2.31%"
"09/07/2022","1,166.79","1,166.79","1,166.79","1,166.79","","1.81%"
"09/06/2022","1,146.00","1,146.00","1,146.00","1,146.00","","-1.37%"
"09/02/2022","1,161.88","1,161.88","1,161.88","1,161.88","","-0.65%"
"09/01/2022","1,169.48","1,169.48","1,169.48","1,169.48","","-1.22%"
"08/31/2022","1,183.98","1,183.98","1,183.98","1,183.98","","-0.99%"
"08/30/2022","1,195.79","1,195.79","1,195.79","1,195.79","","-1.49%"
"08/29/2022","1,213.85","1,213.85","1,213.85","1,213.85","","-0.95%"
"08/26/2022","1,225.50","1,225.50","1,225.50","1,225.50","","-3.20%"
"08/25/2022","1,266.00","1,266.00","1,266.00","1,266.00","","1.92%"
"08/24/2022","1,242.20","1,242.20","1,242.20","1,242.20","","0.31%"
"08/23/2022","1,238.33","1,238.33","1,238.33","1,238.33","","-0.11%"
"08/22/2022","1,239.64","1,239.64","1,239.64","1,239.64","","-2.25%"
"08/19/2022","1,268.17","1,268.17","1,268.17","1,268.17","","-1.78%"
"08/18/2022","1,291.22","1,291.22","1,291.22","1,291.22","","0.83%"
"08/17/2022","1,280.54","1,280.54","1,280.54","1,280.54","","-1.33%"
"08/16/2022","1,297.83","1,297.83","1,297.83","1,297.83","","0.42%"
"08/15/2022","1,292.40","1,292.40","1,292.40","1,292.40","","0.36%"
"08/12/2022","1,287.80","1,287.80","1,287.80","1,287.80","","1.85%"
"08/11/2022","1,264.47","1,264.47","1,264.47","1,264.47","","0.64%"
"08/10/2022","1,256.41","1,256.41","1,256.41","1,256.41","","2.21%"
"08/09/2022","1,229.19","1,229.19","1,229.19","1,229.19","","-1.44%"
"08/08/2022","1,247.19","1,247.19","1,247.19","1,247.19","","0.63%"
"08/05/2022","1,239.40","1,239.40","1,239.40","1,239.40","","0.49%"
"08/04/2022","1,233.30","1,233.30","1,233.30","1,233.30","","-0.81%"
"08/03/2022","1,243.37","1,243.37","1,243.37","1,243.37","","0.91%"
"08/02/2022","1,232.17","1,232.17","1,232.17","1,232.17","","-0.84%"
"08/01/2022","1,242.57","1,242.57","1,242.57","1,242.57","","0.21%"
"07/29/2022","1,239.96","1,239.96","1,239.96","1,239.96","","0.84%"
"07/28/2022","1,229.61","1,229.61","1,229.61","1,229.61","","1.27%"
"07/27/2022","1,214.22","1,214.22","1,214.22","1,214.22","","2.33%"
"07/26/2022","1,186.55","1,186.55","1,186.55","1,186.55","","-0.55%"
"07/25/2022","1,193.12","1,193.12","1,193.12","1,193.12","","0.67%"
"07/22/2022","1,185.22","1,185.22","1,185.22","1,185.22","","-0.94%"
"07/21/2022","1,196.51","1,196.51","1,196.51","1,196.51","","0.28%"
"07/20/2022","1,193.13","1,193.13","1,193.13","1,193.13","","1.42%"
"07/19/2022","1,176.40","1,176.40","1,176.40","1,176.40","","3.50%"
"07/18/2022","1,136.58","1,136.58","1,136.58","1,136.58","","-0.05%"
"07/15/2022","1,137.14","1,137.14","1,137.14","1,137.14","","2.10%"
"07/14/2022","1,113.73","1,113.73","1,113.73","1,113.73","","-0.89%"
"07/13/2022","1,123.68","1,123.68","1,123.68","1,123.68","","-0.29%"
"07/12/2022","1,126.99","1,126.99","1,126.99","1,126.99","","-0.12%"
"07/11/2022","1,128.35","1,128.35","1,128.35","1,128.35","","-1.35%"
"07/08/2022","1,143.84","1,143.84","1,143.84","1,143.84","","-0.24%"
"07/07/2022","1,146.56","1,146.56","1,146.56","1,146.56","","1.76%"
"07/06/2022","1,126.68","1,126.68","1,126.68","1,126.68","","-1.17%"
"07/05/2022","1,140.07","1,140.07","1,140.07","1,140.07","","0.14%"
"07/01/2022","1,138.51","1,138.51","1,138.51","1,138.51","","0.93%"
"06/30/2022","1,127.97","1,127.97","1,127.97","1,127.97","","-0.39%"
"06/29/2022","1,132.34","1,132.34","1,132.34","1,132.34","","-1.00%"
"06/28/2022","1,143.82","1,143.82","1,143.82","1,143.82","","-1.52%"
"06/27/2022","1,161.44","1,161.44","1,161.44","1,161.44","","0.79%"
"06/24/2022","1,152.32","1,152.32","1,152.32","1,152.32","","3.10%"
"06/23/2022","1,117.67","1,117.67","1,117.67","1,117.67","","0.84%"
"06/22/2022","1,108.31","1,108.31","1,108.31","1,108.31","","-0.26%"
"06/21/2022","1,111.24","1,111.24","1,111.24","1,111.24","","1.47%"
"06/17/2022","1,095.12","1,095.12","1,095.12","1,095.12","","0.70%"
"06/16/2022","1,087.48","1,087.48","1,087.48","1,087.48","","-4.89%"
"06/15/2022","1,143.40","1,143.40","1,143.40","1,143.40","","0.88%"
"06/14/2022","1,133.48","1,133.48","1,133.48","1,133.48","","-0.27%"
"06/13/2022","1,136.54","1,136.54","1,136.54","1,136.54","","-4.46%"
"06/10/2022","1,189.63","1,189.63","1,189.63","1,189.63","","-2.49%"
"06/09/2022","1,220.04","1,220.04","1,220.04","1,220.04","","-1.92%"
"06/08/2022","1,243.86","1,243.86","1,243.86","1,243.86","","-1.69%"
"06/07/2022","1,265.26","1,265.26","1,265.26","1,265.26","","1.10%"
"06/06/2022","1,251.52","1,251.52","1,251.52","1,251.52","","0.64%"
"06/03/2022","1,243.51","1,243.51","1,243.51","1,243.51","","-0.91%"
"06/02/2022","1,254.98","1,254.98","1,254.98","1,254.98","","1.91%"
"06/01/2022","1,231.51","1,231.51","1,231.51","1,231.51","","-0.33%"
"05/31/2022","1,235.61","1,235.61","1,235.61","1,235.61","","-1.07%"
"05/27/2022","1,248.94","1,248.94","1,248.94","1,248.94","","2.31%"
"05/26/2022","1,220.70","1,220.70","1,220.70","1,220.70","","2.11%"
"05/25/2022","1,195.42","1,195.42","1,195.42","1,195.42","","2.05%"
"05/24/2022","1,171.41","1,171.41","1,171.41","1,171.41","","-1.11%"
"05/23/2022","1,184.50","1,184.50","1,184.50","1,184.50","","1.07%"
"05/20/2022","1,171.99","1,171.99","1,171.99","1,171.99","","-0.37%"
"05/19/2022","1,176.31","1,176.31","1,176.31","1,176.31","","-0.49%"
"05/18/2022","1,182.08","1,182.08","1,182.08","1,182.08","","-3.18%"
"05/17/2022","1,220.91","1,220.91","1,220.91","1,220.91","","3.02%"
"05/16/2022","1,185.16","1,185.16","1,185.16","1,185.16","","-0.35%"
"05/13/2022","1,189.33","1,189.33","1,189.33","1,189.33","","2.40%"
"05/12/2022","1,161.44","1,161.44","1,161.44","1,161.44","","1.22%"
"05/11/2022","1,147.42","1,147.42","1,147.42","1,147.42","","-1.68%"
"05/10/2022","1,167.02","1,167.02","1,167.02","1,167.02","","-0.63%"
"05/09/2022","1,174.41","1,174.41","1,174.41","1,174.41","","-2.84%"
"05/06/2022","1,208.75","1,208.75","1,208.75","1,208.75","","-1.07%"
"05/05/2022","1,221.76","1,221.76","1,221.76","1,221.76","","-3.59%"
"05/04/2022","1,267.21","1,267.21","1,267.21","1,267.21","","2.66%"
"05/03/2022","1,234.43","1,234.43","1,234.43","1,234.43","","0.90%"
"05/02/2022","1,223.46","1,223.46","1,223.46","1,223.46","","0.72%"
"04/29/2022","1,214.72","1,214.72","1,214.72","1,214.72","","-2.58%"
"04/28/2022","1,246.89","1,246.89","1,246.89","1,246.89","","2.04%"
"04/27/2022","1,221.94","1,221.94","1,221.94","1,221.94","","-0.37%"
"04/26/2022","1,226.45","1,226.45","1,226.45","1,226.45","","-3.00%"
"04/25/2022","1,264.45","1,264.45","1,264.45","1,264.45","","0.32%"
"04/22/2022","1,260.43","1,260.43","1,260.43","1,260.43","","-2.47%"
"04/21/2022","1,292.39","1,292.39","1,292.39","1,292.39","","-1.58%"
"04/20/2022","1,313.10","1,313.10","1,313.10","1,313.10","","0.71%"
"04/19/2022","1,303.80","1,303.80","1,303.80","1,303.80","","1.90%"
"04/18/2022","1,279.55","1,279.55","1,279.55","1,279.55","","-0.37%"
"04/14/2022","1,284.28","1,284.28","1,284.28","1,284.28","","-0.68%"
"04/13/2022","1,293.01","1,293.01","1,293.01","1,293.01","","1.66%"
"04/12/2022","1,271.92","1,271.92","1,271.92","1,271.92","","0.55%"
"04/11/2022","1,265.02","1,265.02","1,265.02","1,265.02","","-0.61%"
"04/08/2022","1,272.84","1,272.84","1,272.84","1,272.84","","-0.60%"
"04/07/2022","1,280.51","1,280.51","1,280.51","1,280.51","","-0.06%"
"04/06/2022","1,281.32","1,281.32","1,281.32","1,281.32","","-1.17%"
"04/05/2022","1,296.42","1,296.42","1,296.42","1,296.42","","-2.25%"
"04/04/2022","1,326.33","1,326.33","1,326.33","1,326.33","","-0.38%"
"04/01/2022","1,331.34","1,331.34","1,331.34","1,331.34","","0.97%"
"03/31/2022","1,318.54","1,318.54","1,318.54","1,318.54","","-1.04%"
"03/30/2022","1,332.35","1,332.35","1,332.35","1,332.35","","-1.84%"
"03/29/2022","1,357.33","1,357.33","1,357.33","1,357.33","","2.39%"
"03/28/2022","1,325.61","1,325.61","1,325.61","1,325.61","","-0.41%"
"03/25/2022","1,331.02","1,331.02","1,331.02","1,331.02","","0.63%"
"03/24/2022","1,322.67","1,322.67","1,322.67","1,322.67","","0.82%"
"03/23/2022","1,311.95","1,311.95","1,311.95","1,311.95","","-1.83%"
"03/22/2022","1,336.36","1,336.36","1,336.36","1,336.36","","0.50%"
"03/21/2022","1,329.77","1,329.77","1,329.77","1,329.77","","-0.67%"
"03/18/2022","1,338.72","1,338.72","1,338.72","1,338.72","","0.58%"
"03/17/2022","1,331.05","1,331.05","1,331.05","1,331.05","","1.22%"
"03/16/2022","1,314.99","1,314.99","1,314.99","1,314.99","","2.50%"
"03/15/2022","1,282.97","1,282.97","1,282.97","1,282.97","","1.05%"
"03/14/2022","1,269.62","1,269.62","1,269.62","1,269.62","","-1.17%"
"03/11/2022","1,284.70","1,284.70","1,284.70","1,284.70","","-1.15%"
"03/10/2022","1,299.60","1,299.60","1,299.60","1,299.60","","-0.13%"
"03/09/2022","1,301.23","1,301.23","1,301.23","1,301.23","","2.11%"
"03/08/2022","1,274.30","1,274.30","1,274.30","1,274.30","","0.38%"
"03/07/2022","1,269.49","1,269.49","1,269.49","1,269.49","","-2.28%"
"03/04/2022","1,299.07","1,299.07","1,299.07","1,299.07","","-1.36%"
"03/03/2022","1,316.98","1,316.98","1,316.98","1,316.98","","-0.71%"
"03/02/2022","1,326.40","1,326.40","1,326.40","1,326.40","","2.73%"
"03/01/2022","1,291.11","1,291.11","1,291.11","1,291.11","","-1.90%"
"02/28/2022","1,316.11","1,316.11","1,316.11","1,316.11","","0.41%"
"02/25/2022","1,310.76","1,310.76","1,310.76","1,310.76","","2.23%"
"02/24/2022","1,282.12","1,282.12","1,282.12","1,282.12","","1.72%"
"02/23/2022","1,260.43","1,260.43","1,260.43","1,260.43","","-1.46%"
"02/22/2022","1,279.15","1,279.15","1,279.15","1,279.15","","-1.45%"
"02/18/2022","1,297.92","1,297.92","1,297.92","1,297.92","","-0.50%"
"02/17/2022","1,304.50","1,304.50","1,304.50","1,304.50","","-1.89%"
"02/16/2022","1,329.69","1,329.69","1,329.69","1,329.69","","0.26%"
"02/15/2022","1,326.27","1,326.27","1,326.27","1,326.27","","2.29%"
"02/14/2022","1,296.59","1,296.59","1,296.59","1,296.59","","-0.35%"
"02/11/2022","1,301.19","1,301.19","1,301.19","1,301.19","","-0.22%"
"02/10/2022","1,304.02","1,304.02","1,304.02","1,304.02","","-1.39%"
"02/09/2022","1,322.34","1,322.34","1,322.34","1,322.34","","1.12%"
"02/08/2022","1,307.70","1,307.70","1,307.70","1,307.70","","1.78%"
"02/07/2022","1,284.82","1,284.82","1,284.82","1,284.82","","0.09%"
"02/04/2022","1,283.62","1,283.62","1,283.62","1,283.62","","0.01%"
"02/03/2022","1,283.49","1,283.49","1,283.49","1,283.49","","-1.45%"
"02/02/2022","1,302.37","1,302.37","1,302.37","1,302.37","","-0.51%"
"02/01/2022","1,309.03","1,309.03","1,309.03","1,309.03","","0.75%"
"01/31/2022","1,299.23","1,299.23","1,299.23","1,299.23","","2.15%"
"01/28/2022","1,271.86","1,271.86","1,271.86","1,271.86","","1.55%"
"01/27/2022","1,252.49","1,252.49","1,252.49","1,252.49","","-1.97%"
"01/26/2022","1,277.61","1,277.61","1,277.61","1,277.61","","-1.47%"
"01/25/2022","1,296.67","1,296.67","1,296.67","1,296.67","","-1.12%"
"01/24/2022","1,311.30","1,311.30","1,311.30","1,311.30","","2.26%"
"01/21/2022","1,282.27","1,282.27","1,282.27","1,282.27","","-1.37%"
"01/20/2022","1,300.11","1,300.11","1,300.11","1,300.11","","-2.12%"
"01/19/2022","1,328.24","1,328.24","1,328.24","1,328.24","","-1.74%"
"01/18/2022","1,351.74","1,351.74","1,351.74","1,351.74","","-2.63%"
"01/14/2022","1,388.27","1,388.27","1,388.27","1,388.27","","0.45%"
"01/13/2022","1,382.02","1,382.02","1,382.02","1,382.02","","0.01%"
"01/12/2022","1,381.88","1,381.88","1,381.88","1,381.88","","-0.46%"
"01/11/2022","1,388.26","1,388.26","1,388.26","1,388.26","","0.67%"
"01/10/2022","1,379.07","1,379.07","1,379.07","1,379.07","","-0.39%"
"01/07/2022","1,384.44","1,384.44","1,384.44","1,384.44","","-1.11%"
"01/06/2022","1,400.02","1,400.02","1,400.02","1,400.02","","0.65%"
"01/05/2022","1,390.91","1,390.91","1,390.91","1,390.91","","-2.47%"
"01/04/2022","1,426.13","1,426.13","1,426.13","1,426.13","","0.65%"
"01/03/2022","1,416.86","1,416.86","1,416.86","1,416.86","","1.08%"
"12/31/2021","1,401.71","1,401.71","1,401.71","1,401.71","","-0.04%"
"12/30/2021","1,402.33","1,402.33","1,402.33","1,402.33","","-0.46%"
"12/29/2021","1,408.81","1,408.81","1,408.81","1,408.81","","0.41%"
"12/28/2021","1,403.00","1,403.00","1,403.00","1,403.00","","-0.31%"
"12/27/2021","1,407.29","1,407.29","1,407.29","1,407.29","","1.44%"
"12/23/2021","1,387.37","1,387.37","1,387.37","1,387.37","","0.61%"
"12/22/2021","1,378.93","1,378.93","1,378.93","1,378.93","","1.11%"
"12/21/2021","1,363.85","1,363.85","1,363.85","1,363.85","","2.94%"
"12/20/2021","1,324.88","1,324.88","1,324.88","1,324.88","","-1.51%"
"12/17/2021","1,345.15","1,345.15","1,345.15","1,345.15","","0.32%"
"12/16/2021","1,340.90","1,340.90","1,340.90","1,340.90","","-1.63%"
"12/15/2021","1,363.13","1,363.13","1,363.13","1,363.13","","1.27%"
"12/14/2021","1,346.07","1,346.07","1,346.07","1,346.07","","-0.58%"
"12/13/2021","1,353.99","1,353.99","1,353.99","1,353.99","","-1.71%"
"12/10/2021","1,377.61","1,377.61","1,377.61","1,377.61","","0.02%"
"12/09/2021","1,377.35","1,377.35","1,377.35","1,377.35","","-1.65%"
"12/08/2021","1,400.50","1,400.50","1,400.50","1,400.50","","0.47%"
"12/07/2021","1,394.02","1,394.02","1,394.02","1,394.02","","1.45%"
"12/06/2021","1,374.16","1,374.16","1,374.16","1,374.16","","2.41%"
"12/03/2021","1,341.81","1,341.81","1,341.81","1,341.81","","-1.34%"
"12/02/2021","1,360.01","1,360.01","1,360.01","1,360.01","","2.83%"
"12/01/2021","1,322.62","1,322.62","1,322.62","1,322.62","","-1.53%"
"11/30/2021","1,343.15","1,343.15","1,343.15","1,343.15","","-2.14%"
"11/29/2021","1,372.49","1,372.49","1,372.49","1,372.49","","-0.28%"
"11/26/2021","1,376.33","1,376.33","1,376.33","1,376.33","","-3.72%"
"11/24/2021","1,429.52","1,429.52","1,429.52","1,429.52","","-0.24%"
"11/23/2021","1,433.01","1,433.01","1,433.01","1,433.01","","0.03%"
"11/22/2021","1,432.64","1,432.64","1,432.64","1,432.64","","0.66%"
"11/19/2021","1,423.25","1,423.25","1,423.25","1,423.25","","-1.11%"
"11/18/2021","1,439.28","1,439.28","1,439.28","1,439.28","","-0.36%"
"11/17/2021","1,444.45","1,444.45","1,444.45","1,444.45","","-1.04%"
"11/16/2021","1,459.63","1,459.63","1,459.63","1,459.63","","0.26%"
"11/15/2021","1,455.80","1,455.80","1,455.80","1,455.80","","0.02%"
"11/12/2021","1,455.51","1,455.51","1,455.51","1,455.51","","-0.10%"
"11/11/2021","1,457.03","1,457.03","1,457.03","1,457.03","","0.66%"
"11/10/2021","1,447.41","1,447.41","1,447.41","1,447.41","","-1.02%"
"11/09/2021","1,462.32","1,462.32","1,462.32","1,462.32","","-0.25%"
"11/08/2021","1,466.02","1,466.02","1,466.02","1,466.02","","0.02%"
"11/05/2021","1,465.74","1,465.74","1,465.74","1,465.74","","2.15%"
"11/04/2021","1,434.95","1,434.95","1,434.95","1,434.95","","-0.21%"
"11/03/2021","1,437.95","1,437.95","1,437.95","1,437.95","","2.14%"
"11/02/2021","1,407.87","1,407.87","1,407.87","1,407.87","","-0.17%"
"11/01/2021","1,410.24","1,410.24","1,410.24","1,410.24","","2.45%"
"10/29/2021","1,376.46","1,376.46","1,376.46","1,376.46","","-0.16%"
"10/28/2021","1,378.71","1,378.71","1,378.71","1,378.71","","1.88%"
"10/27/2021","1,353.21","1,353.21","1,353.21","1,353.21","","-1.98%"
"10/26/2021","1,380.48","1,380.48","1,380.48","1,380.48","","-0.89%"
"10/25/2021","1,392.87","1,392.87","1,392.87","1,392.87","","0.85%"
"10/22/2021","1,381.14","1,381.14","1,381.14","1,381.14","","0.05%"
"10/21/2021","1,380.47","1,380.47","1,380.47","1,380.47","","0.16%"
"10/20/2021","1,378.31","1,378.31","1,378.31","1,378.31","","0.69%"
"10/19/2021","1,368.81","1,368.81","1,368.81","1,368.81","","0.08%"
"10/18/2021","1,367.74","1,367.74","1,367.74","1,367.74","","0.28%"
"10/15/2021","1,363.91","1,363.91","1,363.91","1,363.91","","-0.46%"
"10/14/2021","1,370.25","1,370.25","1,370.25","1,370.25","","1.23%"
"10/13/2021","1,353.54","1,353.54","1,353.54","1,353.54","","-0.05%"
"10/12/2021","1,354.25","1,354.25","1,354.25","1,354.25","","0.35%"
"10/11/2021","1,349.59","1,349.59","1,349.59","1,349.59","","-0.67%"
"10/08/2021","1,358.65","1,358.65","1,358.65","1,358.65","","-0.59%"
"10/07/2021","1,366.69","1,366.69","1,366.69","1,366.69","","1.57%"
"10/06/2021","1,345.60","1,345.60","1,345.60","1,345.60","","-0.79%"
"10/05/2021","1,356.30","1,356.30","1,356.30","1,356.30","","0.34%"
"10/04/2021","1,351.72","1,351.72","1,351.72","1,351.72","","-0.42%"
"10/01/2021","1,357.37","1,357.37","1,357.37","1,357.37","","1.93%"
"09/30/2021","1,331.69","1,331.69","1,331.69","1,331.69","","-1.66%"
"09/29/2021","1,354.23","1,354.23","1,354.23","1,354.23","","0.35%"
"09/28/2021","1,349.47","1,349.47","1,349.47","1,349.47","","-1.45%"
"09/27/2021","1,369.33","1,369.33","1,369.33","1,369.33","","1.83%"
"09/24/2021","1,344.76","1,344.76","1,344.76","1,344.76","","-0.19%"
"09/23/2021","1,347.32","1,347.32","1,347.32","1,347.32","","1.75%"
"09/22/2021","1,324.20","1,324.20","1,324.20","1,324.20","","1.59%"
"09/21/2021","1,303.42","1,303.42","1,303.42","1,303.42","","-0.15%"
"09/20/2021","1,305.42","1,305.42","1,305.42","1,305.42","","-1.95%"
"09/17/2021","1,331.35","1,331.35","1,331.35","1,331.35","","0.14%"
"09/16/2021","1,329.45","1,329.45","1,329.45","1,329.45","","-0.30%"
"09/15/2021","1,333.50","1,333.50","1,333.50","1,333.50","","1.08%"
"09/14/2021","1,319.26","1,319.26","1,319.26","1,319.26","","-1.35%"
"09/13/2021","1,337.30","1,337.30","1,337.30","1,337.30","","0.78%"
"09/10/2021","1,326.93","1,326.93","1,326.93","1,326.93","","-1.03%"
"09/09/2021","1,340.70","1,340.70","1,340.70","1,340.70","","-0.28%"
"09/08/2021","1,344.46","1,344.46","1,344.46","1,344.46","","-0.88%"
"09/07/2021","1,356.37","1,356.37","1,356.37","1,356.37","","-0.98%"
"09/03/2021","1,369.73","1,369.73","1,369.73","1,369.73","","-0.60%"
"09/02/2021","1,377.99","1,377.99","1,377.99","1,377.99","","0.49%"
"09/01/2021","1,371.33","1,371.33","1,371.33","1,371.33","","0.34%"
"08/31/2021","1,366.73","1,366.73","1,366.73","1,366.73","","0.01%"
"08/30/2021","1,366.59","1,366.59","1,366.59","1,366.59","","-0.61%"
"08/27/2021","1,375.04","1,375.04","1,375.04","1,375.04","","2.93%"
"08/26/2021","1,335.85","1,335.85","1,335.85","1,335.85","","-1.18%"
"08/25/2021","1,351.86","1,351.86","1,351.86","1,351.86","","0.39%"
"08/24/2021","1,346.55","1,346.55","1,346.55","1,346.55","","0.70%"
"08/23/2021","1,337.20","1,337.20","1,337.20","1,337.20","","1.23%"
"08/20/2021","1,320.96","1,320.96","1,320.96","1,320.96","","1.57%"
"08/19/2021","1,300.54","1,300.54","1,300.54","1,300.54","","-0.94%"
"08/18/2021","1,312.82","1,312.82","1,312.82","1,312.82","","-0.80%"
"08/17/2021","1,323.39","1,323.39","1,323.39","1,323.39","","-1.47%"
"08/16/2021","1,343.09","1,343.09","1,343.09","1,343.09","","-0.51%"
"08/13/2021","1,349.91","1,349.91","1,349.91","1,349.91","","-0.70%"
"08/12/2021","1,359.40","1,359.40","1,359.40","1,359.40","","-0.54%"
"08/11/2021","1,366.76","1,366.76","1,366.76","1,366.76","","0.71%"
"08/10/2021","1,357.11","1,357.11","1,357.11","1,357.11","","0.94%"
"08/09/2021","1,344.48","1,344.48","1,344.48","1,344.48","","-0.87%"
"08/06/2021","1,356.27","1,356.27","1,356.27","1,356.27","","1.18%"
"08/05/2021","1,340.40","1,340.40","1,340.40","1,340.40","","1.41%"
"08/04/2021","1,321.77","1,321.77","1,321.77","1,321.77","","-1.74%"
"08/03/2021","1,345.17","1,345.17","1,345.17","1,345.17","","0.77%"
"08/02/2021","1,334.95","1,334.95","1,334.95","1,334.95","","-0.47%"
"07/30/2021","1,341.28","1,341.28","1,341.28","1,341.28","","-0.25%"
"07/29/2021","1,344.64","1,344.64","1,344.64","1,344.64","","1.15%"
"07/28/2021","1,329.40","1,329.40","1,329.40","1,329.40","","0.81%"
"07/27/2021","1,318.72","1,318.72","1,318.72","1,318.72","","-0.85%"
"07/26/2021","1,329.99","1,329.99","1,329.99","1,329.99","","0.87%"
"07/23/2021","1,318.56","1,318.56","1,318.56","1,318.56","","0.72%"
"07/22/2021","1,309.16","1,309.16","1,309.16","1,309.16","","-1.79%"
"07/21/2021","1,332.98","1,332.98","1,332.98","1,332.98","","1.72%"
"07/20/2021","1,310.38","1,310.38","1,310.38","1,310.38","","2.94%"
"07/19/2021","1,273.00","1,273.00","1,273.00","1,273.00","","-1.89%"
"07/16/2021","1,297.56","1,297.56","1,297.56","1,297.56","","-1.42%"
"07/15/2021","1,316.23","1,316.23","1,316.23","1,316.23","","-0.53%"
"07/14/2021","1,323.29","1,323.29","1,323.29","1,323.29","","-1.17%"
"07/13/2021","1,338.99","1,338.99","1,338.99","1,338.99","","-1.92%"
"07/12/2021","1,365.19","1,365.19","1,365.19","1,365.19","","0.41%"
"07/09/2021","1,359.58","1,359.58","1,359.58","1,359.58","","2.66%"
"07/08/2021","1,324.40","1,324.40","1,324.40","1,324.40","","-1.24%"
"07/07/2021","1,341.03","1,341.03","1,341.03","1,341.03","","-0.64%"
"07/06/2021","1,349.71","1,349.71","1,349.71","1,349.71","","-1.46%"
"07/02/2021","1,369.68","1,369.68","1,369.68","1,369.68","","-1.02%"
"07/01/2021","1,383.77","1,383.77","1,383.77","1,383.77","","0.65%"
