"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XZAG","CBX10","HRZB00ICBE11","2013-08-01",1041.94,1047.71,1039.10,1046.74,0.62,332342.04
"XZAG","CBX10","HRZB00ICBE11","2013-07-31",1036.30,1048.14,1034.47,1040.26,0.11,1212949.38
"XZAG","CBX10","HRZB00ICBE11","2013-07-30",1027.44,1039.12,1027.44,1039.12,1.03,652631.82
"XZAG","CBX10","HRZB00ICBE11","2013-07-29",1035.73,1036.34,1025.89,1028.49,-0.79,641507.59
"XZAG","CBX10","HRZB00ICBE11","2013-07-26",1040.59,1042.62,1036.01,1036.67,-0.37,567452.63
"XZAG","CBX10","HRZB00ICBE11","2013-07-25",1042.83,1044.67,1040.27,1040.55,-0.26,396489.53
"XZAG","CBX10","HRZB00ICBE11","2013-07-24",1037.71,1043.25,1034.92,1043.25,0.53,421632.70
"XZAG","CBX10","HRZB00ICBE11","2013-07-23",1033.67,1037.75,1031.84,1037.75,0.33,547956.36
"XZAG","CBX10","HRZB00ICBE11","2013-07-22",1041.77,1042.56,1033.36,1034.31,-0.71,439589.73
"XZAG","CBX10","HRZB00ICBE11","2013-07-19",1045.64,1049.85,1041.64,1041.66,-0.39,1478413.45
"XZAG","CBX10","HRZB00ICBE11","2013-07-18",1032.35,1046.21,1032.35,1045.69,1.81,859737.96
"XZAG","CBX10","HRZB00ICBE11","2013-07-17",1027.98,1033.17,1023.29,1027.12,-0.08,1341185.75
"XZAG","CBX10","HRZB00ICBE11","2013-07-16",1021.70,1027.96,1018.91,1027.96,0.61,462396.60
"XZAG","CBX10","HRZB00ICBE11","2013-07-15",1023.27,1023.27,1017.23,1021.69,-0.15,699751.53
"XZAG","CBX10","HRZB00ICBE11","2013-07-12",1024.02,1026.95,1022.41,1023.27,-0.18,787780.80
"XZAG","CBX10","HRZB00ICBE11","2013-07-11",1022.16,1027.23,1021.58,1025.14,0.41,576006.18
"XZAG","CBX10","HRZB00ICBE11","2013-07-10",1029.54,1029.88,1019.96,1020.91,-0.83,243941.77
"XZAG","CBX10","HRZB00ICBE11","2013-07-09",1019.18,1029.43,1016.21,1029.43,1.16,610166.09
"XZAG","CBX10","HRZB00ICBE11","2013-07-08",1018.56,1020.47,1013.19,1017.58,-0.21,428883.40
"XZAG","CBX10","HRZB00ICBE11","2013-07-05",1016.60,1021.35,1016.27,1019.71,0.31,349522.34
"XZAG","CBX10","HRZB00ICBE11","2013-07-04",1023.45,1024.09,1016.60,1016.60,-0.70,354640.28
"XZAG","CBX10","HRZB00ICBE11","2013-07-03",1024.26,1029.42,1023.72,1023.73,-0.05,406825.71
"XZAG","CBX10","HRZB00ICBE11","2013-07-02",1018.98,1024.49,1017.14,1024.27,0.61,352191.81
"XZAG","CBX10","HRZB00ICBE11","2013-07-01",1021.41,1021.78,1015.79,1018.08,-0.13,351952.35
"XZAG","CBX10","HRZB00ICBE11","2013-06-28",1017.07,1021.50,1013.68,1019.39,0.44,725120.57
"XZAG","CBX10","HRZB00ICBE11","2013-06-27",1003.41,1014.97,1002.86,1014.97,1.15,271933.07
"XZAG","CBX10","HRZB00ICBE11","2013-06-26",1006.37,1011.39,1003.19,1003.40,-0.22,484362.76
"XZAG","CBX10","HRZB00ICBE11","2013-06-24",1011.86,1012.74,1005.41,1005.62,-0.62,670059.66
"XZAG","CBX10","HRZB00ICBE11","2013-06-21",1003.66,1013.87,1002.43,1011.86,0.83,672514.76
"XZAG","CBX10","HRZB00ICBE11","2013-06-20",1002.22,1003.67,997.33,1003.53,0.35,743791.20
"XZAG","CBX10","HRZB00ICBE11","2013-06-19",1008.36,1011.78,1000.00,1000.00,-0.83,619501.45
"XZAG","CBX10","HRZB00ICBE11","2013-06-18",1018.37,1018.82,1008.36,1008.37,-0.98,652367.03
"XZAG","CBX10","HRZB00ICBE11","2013-06-17",1021.39,1023.42,1013.97,1018.34,-0.30,531956.18
"XZAG","CBX10","HRZB00ICBE11","2013-06-14",1020.86,1025.18,1018.37,1021.37,0.04,792572.48
"XZAG","CBX10","HRZB00ICBE11","2013-06-13",1046.32,1046.32,1019.71,1020.97,-2.39,864077.34
"XZAG","CBX10","HRZB00ICBE11","2013-06-12",1051.99,1053.50,1043.50,1046.01,-0.63,777717.39
"XZAG","CBX10","HRZB00ICBE11","2013-06-11",1050.66,1053.46,1047.19,1052.61,0.19,840526.35
"XZAG","CBX10","HRZB00ICBE11","2013-06-10",1059.05,1061.20,1050.65,1050.65,-0.81,995903.83
"XZAG","CBX10","HRZB00ICBE11","2013-06-07",1062.10,1063.51,1055.02,1059.23,-0.32,581774.71
"XZAG","CBX10","HRZB00ICBE11","2013-06-06",1050.20,1062.60,1049.37,1062.60,1.13,839490.74
"XZAG","CBX10","HRZB00ICBE11","2013-06-05",1061.57,1061.59,1050.05,1050.77,-1.10,795609.00
"XZAG","CBX10","HRZB00ICBE11","2013-06-04",1051.92,1062.91,1051.49,1062.43,1.00,473268.17
"XZAG","CBX10","HRZB00ICBE11","2013-06-03",1054.53,1056.95,1051.27,1051.91,-0.44,628600.91
"XZAG","CBX10","HRZB00ICBE11","2013-05-31",1057.65,1060.93,1053.80,1056.52,-0.13,1084546.24
"XZAG","CBX10","HRZB00ICBE11","2013-05-29",1061.94,1062.23,1056.93,1057.89,-0.18,319521.95
"XZAG","CBX10","HRZB00ICBE11","2013-05-28",1070.20,1070.31,1059.33,1059.77,-1.10,950578.63
"XZAG","CBX10","HRZB00ICBE11","2013-05-27",1071.97,1073.17,1067.86,1071.56,-0.09,883694.96
"XZAG","CBX10","HRZB00ICBE11","2013-05-24",1060.69,1072.88,1060.69,1072.54,1.06,551036.46
"XZAG","CBX10","HRZB00ICBE11","2013-05-23",1068.96,1070.45,1056.71,1061.25,-0.72,621697.31
"XZAG","CBX10","HRZB00ICBE11","2013-05-22",1067.80,1068.99,1061.52,1068.99,0.14,10760247.63
"XZAG","CBX10","HRZB00ICBE11","2013-05-21",1071.45,1072.32,1063.25,1067.53,-0.40,353362.26
"XZAG","CBX10","HRZB00ICBE11","2013-05-20",1073.83,1078.18,1066.64,1071.79,-0.28,409238.61
"XZAG","CBX10","HRZB00ICBE11","2013-05-17",1081.38,1084.44,1065.28,1074.81,-0.79,607091.70
"XZAG","CBX10","HRZB00ICBE11","2013-05-16",1087.38,1087.38,1079.09,1083.38,-0.37,938097.95
"XZAG","CBX10","HRZB00ICBE11","2013-05-15",1084.45,1087.38,1079.70,1087.38,0.25,914690.40
"XZAG","CBX10","HRZB00ICBE11","2013-05-14",1076.68,1084.69,1076.20,1084.69,0.74,844408.03
"XZAG","CBX10","HRZB00ICBE11","2013-05-13",1075.61,1077.00,1074.10,1076.67,-0.01,762874.12
"XZAG","CBX10","HRZB00ICBE11","2013-05-10",1076.78,1080.14,1074.77,1076.75,0.02,470687.63
"XZAG","CBX10","HRZB00ICBE11","2013-05-09",1075.73,1079.99,1073.37,1076.58,0.08,499315.77
"XZAG","CBX10","HRZB00ICBE11","2013-05-08",1086.82,1087.23,1075.73,1075.74,-1.02,425532.08
"XZAG","CBX10","HRZB00ICBE11","2013-05-07",1092.50,1092.50,1086.03,1086.82,-0.57,611839.51
"XZAG","CBX10","HRZB00ICBE11","2013-05-06",1093.46,1098.42,1091.60,1093.06,-0.03,782357.66
"XZAG","CBX10","HRZB00ICBE11","2013-05-03",1091.72,1093.46,1085.51,1093.44,0.16,424275.76
"XZAG","CBX10","HRZB00ICBE11","2013-05-02",1090.74,1093.48,1085.48,1091.66,-0.07,2189473.78
"XZAG","CBX10","HRZB00ICBE11","2013-04-30",,,,,,0.00
"XZAG","CBX10","HRZB00ICBE11","2013-04-29",1090.90,1096.85,1089.42,1092.38,0.14,452818.00
"XZAG","CBX10","HRZB00ICBE11","2013-04-26",1094.89,1094.89,1087.11,1090.86,-0.37,400597.76
"XZAG","CBX10","HRZB00ICBE11","2013-04-25",1102.11,1102.11,1089.75,1094.86,-0.69,357100.13
"XZAG","CBX10","HRZB00ICBE11","2013-04-24",1091.83,1102.74,1088.00,1102.48,0.95,549709.37
"XZAG","CBX10","HRZB00ICBE11","2013-04-23",1097.10,1097.10,1088.75,1092.14,-0.44,369056.70
"XZAG","CBX10","HRZB00ICBE11","2013-04-22",1089.03,1096.98,1084.53,1096.98,0.71,537819.58
"XZAG","CBX10","HRZB00ICBE11","2013-04-19",1093.74,1094.23,1086.41,1089.22,-0.46,713891.02
"XZAG","CBX10","HRZB00ICBE11","2013-04-18",1086.06,1094.23,1078.94,1094.23,0.74,878246.61
"XZAG","CBX10","HRZB00ICBE11","2013-04-17",1090.43,1090.43,1077.91,1086.15,-0.39,741629.98
"XZAG","CBX10","HRZB00ICBE11","2013-04-16",1096.65,1096.65,1082.14,1090.42,-0.54,741340.44
"XZAG","CBX10","HRZB00ICBE11","2013-04-15",1094.06,1097.55,1092.72,1096.36,0.19,500299.13
"XZAG","CBX10","HRZB00ICBE11","2013-04-12",1100.85,1100.86,1091.52,1094.31,-0.59,424526.12
"XZAG","CBX10","HRZB00ICBE11","2013-04-11",1101.62,1101.62,1093.11,1100.85,-0.02,389888.44
"XZAG","CBX10","HRZB00ICBE11","2013-04-10",1098.04,1101.06,1093.88,1101.06,0.28,984808.88
"XZAG","CBX10","HRZB00ICBE11","2013-04-09",1098.33,1102.25,1093.91,1097.96,0.07,390790.32
"XZAG","CBX10","HRZB00ICBE11","2013-04-08",1099.24,1099.64,1095.02,1097.24,-0.23,392425.39
"XZAG","CBX10","HRZB00ICBE11","2013-04-05",1106.91,1109.86,1099.44,1099.74,-0.63,960945.22
"XZAG","CBX10","HRZB00ICBE11","2013-04-04",1112.86,1112.86,1104.93,1106.72,-0.65,572981.41
"XZAG","CBX10","HRZB00ICBE11","2013-04-03",1109.27,1116.61,1109.17,1113.95,0.38,841197.89
"XZAG","CBX10","HRZB00ICBE11","2013-04-02",1114.22,1114.83,1106.38,1109.78,-0.40,330857.18
"XZAG","CBX10","HRZB00ICBE11","2013-03-29",1114.92,1115.47,1113.35,1114.24,-0.06,108095.65
"XZAG","CBX10","HRZB00ICBE11","2013-03-28",1111.88,1116.26,1109.50,1114.92,0.27,243692.91
"XZAG","CBX10","HRZB00ICBE11","2013-03-27",1108.92,1111.87,1105.78,1111.87,0.26,477499.82
"XZAG","CBX10","HRZB00ICBE11","2013-03-26",1113.27,1115.01,1108.76,1109.01,-0.38,345954.51
"XZAG","CBX10","HRZB00ICBE11","2013-03-25",1111.11,1115.74,1109.10,1113.21,0.26,810708.30
"XZAG","CBX10","HRZB00ICBE11","2013-03-22",1108.68,1110.60,1106.04,1110.33,0.18,859930.01
"XZAG","CBX10","HRZB00ICBE11","2013-03-21",1110.14,1110.57,1107.70,1108.30,-0.15,376978.35
"XZAG","CBX10","HRZB00ICBE11","2013-03-20",1104.35,1111.58,1104.35,1109.94,0.45,889821.49
"XZAG","CBX10","HRZB00ICBE11","2013-03-19",1111.56,1111.56,1104.06,1104.93,-0.63,589450.61
"XZAG","CBX10","HRZB00ICBE11","2013-03-18",1110.86,1113.43,1104.62,1111.89,0.04,1068764.69
"XZAG","CBX10","HRZB00ICBE11","2013-03-15",1121.25,1122.23,1111.45,1111.45,-0.79,542425.38
"XZAG","CBX10","HRZB00ICBE11","2013-03-14",1120.51,1124.51,1119.02,1120.32,0.00,562697.05
"XZAG","CBX10","HRZB00ICBE11","2013-03-13",1124.82,1126.62,1117.26,1120.29,-0.40,838688.45
"XZAG","CBX10","HRZB00ICBE11","2013-03-12",1112.23,1125.37,1112.23,1124.83,1.16,1327780.00
"XZAG","CBX10","HRZB00ICBE11","2013-03-11",1119.27,1119.27,1106.45,1111.94,-0.69,668529.89
"XZAG","CBX10","HRZB00ICBE11","2013-03-08",1122.86,1122.86,1113.05,1119.67,-0.28,452475.31
"XZAG","CBX10","HRZB00ICBE11","2013-03-07",1127.17,1127.51,1115.50,1122.81,-0.37,554625.97
"XZAG","CBX10","HRZB00ICBE11","2013-03-06",1110.44,1128.25,1107.68,1126.94,1.44,1155156.49
"XZAG","CBX10","HRZB00ICBE11","2013-03-05",1096.45,1110.91,1093.60,1110.91,1.41,827887.13
"XZAG","CBX10","HRZB00ICBE11","2013-03-04",1091.36,1097.78,1083.38,1095.44,0.41,996955.25
"XZAG","CBX10","HRZB00ICBE11","2013-03-01",1087.36,1090.99,1079.56,1090.99,0.33,604175.52
"XZAG","CBX10","HRZB00ICBE11","2013-02-28",1077.35,1090.90,1077.35,1087.36,1.02,1246218.34
"XZAG","CBX10","HRZB00ICBE11","2013-02-27",1072.42,1079.03,1066.69,1076.42,0.41,428373.35
"XZAG","CBX10","HRZB00ICBE11","2013-02-26",1075.04,1075.34,1067.20,1072.01,-0.15,731239.80
"XZAG","CBX10","HRZB00ICBE11","2013-02-25",1069.09,1074.99,1068.20,1073.67,0.23,692368.69
"XZAG","CBX10","HRZB00ICBE11","2013-02-22",1077.53,1077.88,1069.95,1071.16,-0.66,1066773.38
"XZAG","CBX10","HRZB00ICBE11","2013-02-21",1082.48,1083.77,1074.13,1078.28,-0.39,838223.96
"XZAG","CBX10","HRZB00ICBE11","2013-02-20",1078.74,1086.97,1078.74,1082.54,0.35,1593665.04
"XZAG","CBX10","HRZB00ICBE11","2013-02-19",1074.09,1078.73,1068.18,1078.73,0.43,725504.96
"XZAG","CBX10","HRZB00ICBE11","2013-02-18",1081.25,1081.25,1064.76,1074.12,-0.66,1016462.87
"XZAG","CBX10","HRZB00ICBE11","2013-02-15",1076.79,1081.25,1068.92,1081.25,0.41,1426390.63
"XZAG","CBX10","HRZB00ICBE11","2013-02-14",1082.26,1084.07,1073.16,1076.82,-0.41,1188279.12
"XZAG","CBX10","HRZB00ICBE11","2013-02-13",1091.47,1091.47,1075.02,1081.28,-0.93,1105176.15
"XZAG","CBX10","HRZB00ICBE11","2013-02-12",1104.12,1104.47,1078.22,1091.38,-1.15,1196511.78
"XZAG","CBX10","HRZB00ICBE11","2013-02-11",1086.46,1104.14,1085.97,1104.13,1.64,1309293.45
"XZAG","CBX10","HRZB00ICBE11","2013-02-08",1072.72,1086.30,1071.16,1086.30,1.30,1371478.57
"XZAG","CBX10","HRZB00ICBE11","2013-02-07",1076.80,1078.89,1071.89,1072.39,-0.42,951711.03
"XZAG","CBX10","HRZB00ICBE11","2013-02-06",1074.45,1082.83,1070.77,1076.88,-0.03,1597425.93
"XZAG","CBX10","HRZB00ICBE11","2013-02-05",1081.59,1085.10,1064.31,1077.22,-0.41,1354594.40
"XZAG","CBX10","HRZB00ICBE11","2013-02-04",1063.60,1083.55,1063.60,1081.69,1.67,1156540.88
"XZAG","CBX10","HRZB00ICBE11","2013-02-01",1061.35,1070.28,1059.77,1063.88,0.45,929046.19
"XZAG","CBX10","HRZB00ICBE11","2013-01-31",1065.22,1065.24,1059.14,1059.14,-0.45,694718.39
"XZAG","CBX10","HRZB00ICBE11","2013-01-30",1066.03,1069.86,1058.73,1063.90,-0.31,495524.34
"XZAG","CBX10","HRZB00ICBE11","2013-01-29",1066.35,1071.65,1063.87,1067.26,-0.05,762505.67
"XZAG","CBX10","HRZB00ICBE11","2013-01-28",1068.54,1073.17,1064.37,1067.76,0.01,819548.47
"XZAG","CBX10","HRZB00ICBE11","2013-01-25",1069.97,1075.07,1064.74,1067.62,-0.24,1116288.81
"XZAG","CBX10","HRZB00ICBE11","2013-01-24",1066.20,1073.80,1056.09,1070.16,0.39,1410752.79
"XZAG","CBX10","HRZB00ICBE11","2013-01-23",1061.61,1070.24,1055.91,1066.05,0.59,760020.59
"XZAG","CBX10","HRZB00ICBE11","2013-01-22",1059.38,1061.19,1054.12,1059.83,0.14,1016053.14
"XZAG","CBX10","HRZB00ICBE11","2013-01-21",1052.09,1058.61,1049.68,1058.37,0.61,682397.52
"XZAG","CBX10","HRZB00ICBE11","2013-01-18",1054.36,1060.74,1050.16,1051.97,-0.22,1230680.07
"XZAG","CBX10","HRZB00ICBE11","2013-01-17",1047.97,1054.31,1043.04,1054.31,0.61,539459.50
"XZAG","CBX10","HRZB00ICBE11","2013-01-16",1051.00,1054.44,1041.70,1047.93,-0.28,793617.84
"XZAG","CBX10","HRZB00ICBE11","2013-01-15",1051.03,1059.69,1042.23,1050.85,-0.08,1847596.14
"XZAG","CBX10","HRZB00ICBE11","2013-01-14",1030.75,1051.71,1028.42,1051.71,2.05,1394932.38
"XZAG","CBX10","HRZB00ICBE11","2013-01-11",1032.86,1039.25,1030.60,1030.60,-0.19,839287.90
"XZAG","CBX10","HRZB00ICBE11","2013-01-10",1026.67,1034.22,1022.59,1032.60,0.59,906413.41
"XZAG","CBX10","HRZB00ICBE11","2013-01-09",1010.80,1027.43,1006.99,1026.51,1.55,920779.27
"XZAG","CBX10","HRZB00ICBE11","2013-01-08",1008.50,1014.30,1008.41,1010.86,0.21,1300631.64
"XZAG","CBX10","HRZB00ICBE11","2013-01-07",1010.82,1014.87,1002.67,1008.74,-0.16,1019144.36
"XZAG","CBX10","HRZB00ICBE11","2013-01-04",988.08,1010.32,988.08,1010.31,2.37,1026230.17
"XZAG","CBX10","HRZB00ICBE11","2013-01-03",987.15,988.64,982.03,986.90,-0.05,609281.81
"XZAG","CBX10","HRZB00ICBE11","2013-01-02",971.68,989.02,971.68,987.38,1.63,603184.05
"XZAG","CBX10","HRZB00ICBE11","2012-12-31",973.47,977.29,967.35,971.56,-0.19,262287.36
"XZAG","CBX10","HRZB00ICBE11","2012-12-28",967.39,976.35,964.85,973.40,0.69,399306.31
"XZAG","CBX10","HRZB00ICBE11","2012-12-27",970.05,972.31,966.29,966.72,-0.28,256920.97
"XZAG","CBX10","HRZB00ICBE11","2012-12-24",972.49,972.49,967.18,969.40,-0.33,105214.85
"XZAG","CBX10","HRZB00ICBE11","2012-12-21",970.72,974.86,966.93,972.60,0.11,796708.86
"XZAG","CBX10","HRZB00ICBE11","2012-12-20",961.81,971.56,956.87,971.56,1.01,1599495.55
"XZAG","CBX10","HRZB00ICBE11","2012-12-19",947.99,961.80,946.99,961.80,1.46,593231.58
"XZAG","CBX10","HRZB00ICBE11","2012-12-18",939.22,951.31,938.94,947.95,0.95,1134401.05
"XZAG","CBX10","HRZB00ICBE11","2012-12-17",961.45,961.45,936.44,939.03,-2.34,1064209.13
"XZAG","CBX10","HRZB00ICBE11","2012-12-14",968.15,968.15,956.19,961.56,-0.72,302650.63
"XZAG","CBX10","HRZB00ICBE11","2012-12-13",969.62,972.64,966.12,968.54,-0.22,516534.27
"XZAG","CBX10","HRZB00ICBE11","2012-12-12",979.28,982.21,968.66,970.67,-0.86,867042.00
"XZAG","CBX10","HRZB00ICBE11","2012-12-11",980.65,982.42,977.60,979.07,-0.16,529857.03
"XZAG","CBX10","HRZB00ICBE11","2012-12-10",993.06,993.18,971.09,980.64,-1.29,494852.69
"XZAG","CBX10","HRZB00ICBE11","2012-12-07",994.30,995.21,990.49,993.48,-0.14,224526.32
"XZAG","CBX10","HRZB00ICBE11","2012-12-06",998.71,998.84,988.40,994.83,-0.34,943672.30
"XZAG","CBX10","HRZB00ICBE11","2012-12-05",993.30,998.26,986.24,998.26,0.85,841570.81
"XZAG","CBX10","HRZB00ICBE11","2012-12-04",996.74,996.74,983.35,989.80,-0.72,958575.43
"XZAG","CBX10","HRZB00ICBE11","2012-12-03",991.29,997.14,989.98,996.97,0.67,636969.20
"XZAG","CBX10","HRZB00ICBE11","2012-11-30",996.99,999.41,986.81,990.31,-0.75,564690.21
"XZAG","CBX10","HRZB00ICBE11","2012-11-29",994.16,997.84,990.76,997.84,0.32,388025.73
"XZAG","CBX10","HRZB00ICBE11","2012-11-28",996.91,998.24,991.72,994.62,-0.22,273291.02
"XZAG","CBX10","HRZB00ICBE11","2012-11-27",997.28,999.60,992.42,996.82,-0.07,766940.83
"XZAG","CBX10","HRZB00ICBE11","2012-11-26",999.79,999.79,992.48,997.55,-0.22,336903.30
"XZAG","CBX10","HRZB00ICBE11","2012-11-23",996.18,1001.02,990.30,999.78,0.34,3300203.40
"XZAG","CBX10","HRZB00ICBE11","2012-11-22",993.87,998.99,992.54,996.38,0.24,571418.44
"XZAG","CBX10","HRZB00ICBE11","2012-11-21",990.23,1001.17,989.39,993.95,0.37,990657.69
"XZAG","CBX10","HRZB00ICBE11","2012-11-20",987.97,992.27,987.03,990.33,0.24,566851.45
"XZAG","CBX10","HRZB00ICBE11","2012-11-19",982.68,989.37,981.92,987.96,0.44,397817.02
"XZAG","CBX10","HRZB00ICBE11","2012-11-16",982.60,986.54,974.80,983.59,0.03,461906.99
"XZAG","CBX10","HRZB00ICBE11","2012-11-15",984.36,986.51,980.17,983.30,-0.19,516460.76
"XZAG","CBX10","HRZB00ICBE11","2012-11-14",984.05,988.31,982.20,985.16,-0.19,365946.70
"XZAG","CBX10","HRZB00ICBE11","2012-11-13",989.46,990.14,983.66,987.01,-0.24,387538.47
"XZAG","CBX10","HRZB00ICBE11","2012-11-12",989.54,991.58,982.98,989.39,-0.01,709043.83
"XZAG","CBX10","HRZB00ICBE11","2012-11-09",990.04,990.52,977.43,989.45,-0.06,470378.63
"XZAG","CBX10","HRZB00ICBE11","2012-11-08",998.65,998.65,984.02,990.00,-0.87,419319.70
"XZAG","CBX10","HRZB00ICBE11","2012-11-07",992.60,998.93,991.07,998.65,0.67,1089953.95
"XZAG","CBX10","HRZB00ICBE11","2012-11-06",975.40,991.96,974.00,991.96,1.65,558421.04
"XZAG","CBX10","HRZB00ICBE11","2012-11-05",975.66,979.65,969.49,975.87,0.05,794107.21
"XZAG","CBX10","HRZB00ICBE11","2012-11-02",982.49,982.49,970.10,975.37,-0.72,441259.67
"XZAG","CBX10","HRZB00ICBE11","2012-10-31",975.40,983.07,970.08,982.49,0.94,637888.52
"XZAG","CBX10","HRZB00ICBE11","2012-10-30",980.27,980.39,967.74,973.30,-0.71,693093.33
"XZAG","CBX10","HRZB00ICBE11","2012-10-29",999.77,999.77,978.78,980.27,-1.95,494243.92
"XZAG","CBX10","HRZB00ICBE11","2012-10-26",992.90,1000.18,990.60,999.79,0.69,2686515.00
"XZAG","CBX10","HRZB00ICBE11","2012-10-25",992.12,994.23,984.74,992.91,0.08,455850.69
"XZAG","CBX10","HRZB00ICBE11","2012-10-24",987.72,992.16,983.11,992.16,0.26,392835.59
"XZAG","CBX10","HRZB00ICBE11","2012-10-23",980.01,989.67,976.14,989.57,0.83,2102742.45
"XZAG","CBX10","HRZB00ICBE11","2012-10-22",989.33,992.02,980.99,981.44,-0.83,665438.07
"XZAG","CBX10","HRZB00ICBE11","2012-10-19",992.94,996.62,984.87,989.70,-0.33,536004.81
"XZAG","CBX10","HRZB00ICBE11","2012-10-18",986.70,999.08,984.09,992.96,0.68,1697691.17
"XZAG","CBX10","HRZB00ICBE11","2012-10-17",982.96,987.50,979.13,986.23,0.34,543078.41
"XZAG","CBX10","HRZB00ICBE11","2012-10-16",974.87,985.10,965.99,982.91,0.87,732403.98
"XZAG","CBX10","HRZB00ICBE11","2012-10-15",971.71,975.72,966.18,974.48,0.29,395896.53
"XZAG","CBX10","HRZB00ICBE11","2012-10-12",976.08,976.08,968.90,971.63,-0.63,934191.18
"XZAG","CBX10","HRZB00ICBE11","2012-10-11",978.43,980.14,973.48,977.82,-0.25,402911.03
"XZAG","CBX10","HRZB00ICBE11","2012-10-10",971.66,980.29,970.95,980.29,0.78,724090.71
"XZAG","CBX10","HRZB00ICBE11","2012-10-09",979.64,979.64,968.86,972.70,-0.66,640315.33
"XZAG","CBX10","HRZB00ICBE11","2012-10-05",981.02,982.21,971.51,979.17,-0.19,432837.20
"XZAG","CBX10","HRZB00ICBE11","2012-10-04",983.10,983.10,972.85,980.99,-0.22,881618.81
"XZAG","CBX10","HRZB00ICBE11","2012-10-03",977.83,983.11,973.78,983.11,0.55,720500.53
"XZAG","CBX10","HRZB00ICBE11","2012-10-02",964.00,982.13,961.16,977.76,1.43,1109127.43
"XZAG","CBX10","HRZB00ICBE11","2012-10-01",955.20,965.25,944.27,963.98,0.99,744715.74
"XZAG","CBX10","HRZB00ICBE11","2012-09-28",942.72,954.50,941.23,954.50,1.25,786280.16
"XZAG","CBX10","HRZB00ICBE11","2012-09-27",939.79,949.61,939.57,942.67,0.33,412811.44
"XZAG","CBX10","HRZB00ICBE11","2012-09-26",939.34,941.27,931.69,939.55,0.02,489309.64
"XZAG","CBX10","HRZB00ICBE11","2012-09-25",943.53,945.13,939.01,939.39,-0.53,245945.37
"XZAG","CBX10","HRZB00ICBE11","2012-09-24",945.65,953.63,941.06,944.40,-0.09,951154.10
"XZAG","CBX10","HRZB00ICBE11","2012-09-21",944.54,948.76,937.51,945.24,-0.12,764468.18
"XZAG","CBX10","HRZB00ICBE11","2012-09-20",943.69,946.40,938.87,946.37,0.29,601660.02
"XZAG","CBX10","HRZB00ICBE11","2012-09-19",933.56,948.17,932.51,943.66,1.01,873205.22
"XZAG","CBX10","HRZB00ICBE11","2012-09-18",939.82,943.56,927.30,934.18,-0.60,398341.84
"XZAG","CBX10","HRZB00ICBE11","2012-09-17",937.74,941.63,929.98,939.83,0.21,513555.68
"XZAG","CBX10","HRZB00ICBE11","2012-09-14",932.77,938.65,932.77,937.83,0.57,681221.25
"XZAG","CBX10","HRZB00ICBE11","2012-09-13",930.03,935.67,928.52,932.48,0.31,698413.47
"XZAG","CBX10","HRZB00ICBE11","2012-09-12",923.24,929.62,922.69,929.62,0.70,303946.08
"XZAG","CBX10","HRZB00ICBE11","2012-09-11",918.95,925.68,917.99,923.20,0.54,327511.65
"XZAG","CBX10","HRZB00ICBE11","2012-09-10",920.20,924.08,918.24,918.24,-0.19,272304.43
"XZAG","CBX10","HRZB00ICBE11","2012-09-07",912.34,923.28,912.34,920.01,0.85,925200.06
"XZAG","CBX10","HRZB00ICBE11","2012-09-06",908.90,913.31,907.68,912.26,0.37,449480.82
"XZAG","CBX10","HRZB00ICBE11","2012-09-05",906.83,912.31,906.83,908.90,0.20,413512.87
"XZAG","CBX10","HRZB00ICBE11","2012-09-04",908.35,909.31,906.27,907.06,-0.13,580809.95
"XZAG","CBX10","HRZB00ICBE11","2012-09-03",915.85,916.38,908.23,908.23,-0.72,1033336.81
"XZAG","CBX10","HRZB00ICBE11","2012-08-31",912.17,918.20,912.17,914.85,0.35,302303.35
"XZAG","CBX10","HRZB00ICBE11","2012-08-30",911.20,912.81,910.10,911.69,-0.15,229778.78
"XZAG","CBX10","HRZB00ICBE11","2012-08-29",912.98,913.92,910.85,913.07,0.03,378545.05
"XZAG","CBX10","HRZB00ICBE11","2012-08-28",913.07,914.80,910.94,912.76,-0.07,483184.17
"XZAG","CBX10","HRZB00ICBE11","2012-08-27",915.89,916.13,909.60,913.40,-0.27,357092.72
"XZAG","CBX10","HRZB00ICBE11","2012-08-24",918.81,920.58,915.90,915.90,-0.44,440677.04
"XZAG","CBX10","HRZB00ICBE11","2012-08-23",916.46,921.20,916.46,919.96,0.32,272059.15
"XZAG","CBX10","HRZB00ICBE11","2012-08-22",926.79,927.12,915.91,917.03,-1.15,156871.83
"XZAG","CBX10","HRZB00ICBE11","2012-08-21",923.28,927.69,919.25,927.69,0.53,363806.54
"XZAG","CBX10","HRZB00ICBE11","2012-08-20",923.33,923.33,918.39,922.80,-0.02,256751.93
"XZAG","CBX10","HRZB00ICBE11","2012-08-17",924.91,926.39,920.83,923.02,-0.35,355522.28
"XZAG","CBX10","HRZB00ICBE11","2012-08-16",920.63,926.54,920.26,926.30,0.67,228504.55
"XZAG","CBX10","HRZB00ICBE11","2012-08-14",920.54,927.39,920.04,920.14,-0.04,354814.79
"XZAG","CBX10","HRZB00ICBE11","2012-08-13",922.01,923.85,919.48,920.52,-0.23,216798.44
