date,price,MACD,EMA_10,Log_Return
2021-04-28,1363.05,7.203515088623817,1341.9851233209488,0.0015859383486683963
2021-04-29,1363.56,8.464968103531646,1345.815100898958,0.0003740909084522894
2021-04-30,1345.54,9.397502880413413,1349.0414461900566,-0.013303507267466463
2021-05-03,1360.96,8.583534367937546,1348.4048196100464,0.01139491361481715
2021-05-04,1354.41,9.078077164510887,1350.687579680947,-0.004824397930422048
2021-05-05,1353.81,8.839578476190809,1351.3643833753201,-0.0004430954721675463
2021-05-06,1361.61,8.504121344587247,1351.8090409434437,0.005744983430283757
2021-05-07,1374.26,8.766607964048035,1353.591033499181,0.009247581317711633
2021-05-10,1344.46,9.881472318736314,1357.3490274084206,-0.021922958981062408
2021-05-11,1337.38,8.265124194133023,1355.0055678796168,-0.005279969310665166
2021-05-12,1294.4,6.3397788065478835,1351.800919174232,-0.0326652088147197
2021-05-13,1325.6,1.3304651404166634,1341.3643884152807,0.02381791980812585
2021-05-14,1354.82,-0.12048391584471574,1338.4981359761387,0.02180341704884417
2021-05-17,1356.83,1.0750458425352463,1341.4657476168406,0.0014824924810566866
2021-05-18,1341.76,2.1598051023199787,1344.2592480501423,-0.011168911659856087
2021-05-19,1333.53,1.782909307538148,1343.8048393137528,-0.006152623425535267
2021-05-20,1337.78,0.8107783081215985,1341.9366867112524,0.003181962097918553
2021-05-21,1343.46,0.3789289119049499,1341.1809254910247,0.004236851976521242
2021-05-24,1349.63,0.48937250276776467,1341.5953026744746,0.004582105161935927
2021-05-25,1334.15,1.0625192192242139,1343.056156733661,-0.011536095860885885
2021-05-26,1362.6,0.26458551594350865,1341.4368555093588,0.021100254407215434
2021-05-27,1376.13,1.9059242325647574,1345.2846999622025,0.009880572435260871
2021-05-28,1371.94,4.249469674560942,1350.892936332711,-0.003049415223685757
2021-06-01,1393.44,5.702908756756642,1354.719675181309,0.015549713393286634
2021-06-02,1392.43,8.49175238233147,1361.7597342392528,-0.0007250877063543957
2021-06-03,1381.25,10.499401919379352,1367.3361461957522,-0.008061535972012104
2021-06-04,1383.8,11.060843557586168,1369.8659377965246,0.001844451798647732
2021-06-07,1397.62,11.578088789143521,1372.3994036517017,0.009937451898881625
2021-06-08,1414.12,12.953844012851505,1376.9849666241194,0.011736639521461822
2021-06-09,1401.91,15.200332076864015,1383.7367908742794,-0.008671836959601588
2021-06-10,1382.7,15.81316082129706,1387.0410107153195,-0.01379748313088044
2021-06-11,1396.25,14.580668688630112,1386.251736039807,0.009751961988838199
2021-06-14,1387.32,14.529791163735808,1388.0696022143875,-0.006416242908179896
2021-06-15,1390.45,13.611983517009321,1387.9333109026807,0.002253607263888728
2021-06-16,1389.57,12.987467742314948,1388.3908907385567,-0.0006330889917282381
2021-06-17,1364.06,12.279969995847068,1388.6052742406373,-0.018528800041644495
2021-06-18,1330.67,9.550734211624558,1384.142497105976,-0.024782971935619007
2021-06-21,1360.88,4.640014047785144,1374.4202249048894,0.02244897453120005
2021-06-22,1367.38,3.149620596938803,1371.958365831273,0.004764950773316927
2021-06-23,1368.83,2.4645588266523646,1371.1259356801327,0.0010598602707630159
2021-06-24,1387.46,2.0154128946430774,1370.7084928291993,0.013518377030794603
2021-06-25,1388.76,3.1267041115058873,1373.7542214057084,0.0009365252717845683
2021-06-28,1374.93,4.065445616324496,1376.4825447864887,-0.010008441934135803
2021-06-29,1369.98,3.65134912447229,1376.2002639162179,-0.003606679538385963
2021-06-30,1374.84,2.8904319399782707,1375.0693068405417,0.0035412195180698374
2021-07-01,1383.77,2.649024665061688,1375.0276146877159,0.0064742977027293395
2021-07-02,1369.68,3.1420642683028746,1376.6171392899491,-0.010234522499701856
2021-07-06,1349.71,2.368553253539858,1375.355841237231,-0.014687381354909138
2021-07-07,1341.03,0.1424856123032896,1370.69296101228,-0.006451779145556694
2021-07-08,1324.4,-2.295629897068011,1365.2996953736836,-0.012478448723005173
2021-07-09,1359.58,-5.5062830181186655,1357.8633871239228,0.026216301831788472
2021-07-12,1365.19,-5.152620557197224,1358.1754985559369,0.00411778456676926
2021-07-13,1338.99,-4.369293893430267,1359.4508624548573,-0.019378014668259485
2021-07-14,1323.29,-5.79581238884407,1355.7307056448833,-0.01179453851835127
2021-07-15,1316.23,-8.099827593070358,1349.8323955276317,-0.005349470234154674
2021-07-16,1297.56,-10.375852865976185,1343.7228690680622,-0.014286011905437568
2021-07-19,1273.0,-13.530164941717658,1335.3296201465964,-0.01910925818803951
2021-07-20,1310.38,-17.80650443192303,1323.9969619381243,0.02894085190966273
2021-07-21,1332.98,-17.972109395110238,1321.521150676647,0.017099865848144283
2021-07-22,1309.16,-16.09419750706479,1323.6045778263474,-0.018031327164412168
2021-07-23,1318.56,-16.33966030125066,1320.9782909488297,0.007154521864271921
2021-07-26,1329.99,-15.595909951382055,1320.538601685406,0.008631191375467244
2021-07-27,1318.72,-13.923673523976277,1322.2570377426048,-0.008509854240088092
2021-07-28,1329.4,-13.353873775735565,1321.613939971222,0.008066143457028888
2021-07-29,1344.64,-11.903302761863415,1323.0295872491815,0.01139860660909942
2021-07-30,1341.28,-9.415438830631956,1326.9587532038756,-0.0025019373270337136
2021-08-02,1334.95,-7.626993427751131,1329.5626162577164,-0.004730543940105916
2021-08-03,1345.17,-6.643829725462638,1330.542140574495,0.0076265611514875885
2021-08-04,1321.77,-4.982560958992053,1333.2017513791322,-0.017548651645337664
2021-08-05,1340.4,-5.490882455814244,1331.1232511283808,0.013996329407563962
2021-08-06,1356.27,-4.34041203360016,1332.8099327414025,0.011770207860663772
2021-08-09,1344.48,-2.1236000272092497,1337.0753995156927,-0.008730963543911202
2021-08-10,1357.11,-1.3030937540854666,1338.4216905128394,0.009350117534015457
2021-08-11,1366.76,0.3621244798898715,1341.8195649650504,0.007085536661453656
2021-08-12,1359.4,2.4324564355126768,1346.3541895168594,-0.005399549462839246
2021-08-13,1349.91,3.4396685781173346,1348.7261550592486,-0.007005502369050408
2021-08-16,1343.09,3.432559361319136,1348.9413995939308,-0.00506499411816654
2021-08-17,1323.39,2.843826392473602,1347.8775087586705,-0.014776303170303914
2021-08-18,1312.82,0.7786501189625596,1343.4252344389122,-0.008019130982140639
2021-08-19,1300.54,-1.6914298687622704,1337.86064635911,-0.009397932456169768
2021-08-20,1320.96,-4.5870033079338555,1331.0750742938171,0.015579182156327113
2021-08-23,1337.2,-5.1743955658839695,1329.2359698767596,0.012219130572909794
2021-08-24,1346.55,-4.28013712905431,1330.6839753537124,0.006967890324863462
2021-08-25,1351.86,-2.784861862261323,1333.5687071075827,0.003935656074542086
2021-08-26,1335.85,-1.1580238399901646,1336.8943967243856,-0.011913628601220192
2021-08-27,1375.04,-1.1473897901767032,1336.704506410861,0.0289150282425012
2021-08-30,1366.59,2.000285203724843,1343.6745961543409,-0.006164235696843523
2021-08-31,1366.73,3.769542988648027,1347.841033217188,0.00010243952418483861
2021-09-01,1371.33,5.123923954173051,1351.2753908140628,0.0033600464035110056
2021-09-02,1378.01,6.493607913439973,1354.921683393324,0.004859357623839377
2021-09-03,1369.73,8.025598389635434,1359.1195591399921,-0.0060267893339949275
2021-09-07,1356.37,8.47390319702913,1361.048730205448,-0.009801626469943842
2021-09-08,1344.46,7.662815474080844,1360.1980519862755,-0.008819568207771123
2021-09-09,1340.7,5.989936882322581,1357.3365879887708,-0.0028005798220966196
2021-09-10,1326.93,4.311072608069708,1354.3117538089941,-0.010323862231852603
2021-09-13,1337.3,1.8481325344178003,1349.3332531164497,0.007784652503087917
2021-09-14,1319.26,0.724653758372142,1347.1453889134589,-0.013581682557271624
2021-09-15,1333.5,-1.6029111374855347,1342.0753182019207,0.01073609130058979
2021-09-16,1329.45,-2.27228065831423,1340.516169437935,-0.0030417417695522567
2021-09-17,1331.35,-3.0938974548803344,1338.5041386310377,0.0014281421549420575
2021-09-20,1305.42,-3.550789276065643,1337.203386152667,-0.019668636949292627
2021-09-21,1303.42,-5.936778147067571,1331.4245886703638,-0.001533248793953316
2021-09-22,1324.2,-7.898031215265064,1326.332845275752,0.015816924226532903
2021-09-23,1347.32,-7.686955628066471,1325.9450552256153,0.01730893066470026
2021-09-24,1344.76,-5.589651898744705,1329.831408820958,-0.0019018757032885957
2021-09-27,1369.33,-4.086982003706225,1332.5456981262382,0.018106010650632748
2021-09-28,1349.47,-0.9031012368964184,1339.2337530123766,-0.014609646347555353
2021-09-29,1354.23,0.017410489087524184,1341.0948888283083,0.0035211043517712672
2021-09-30,1331.69,1.1181258243848333,1343.483090859525,-0.01678421482586948
2021-10-01,1357.37,0.16970478139091938,1341.3388925214294,0.01910019166870317
