Date,Open,High,Low,Close,Adj Close,Volume
2010-03-16,358.30999755859375,360.8900146484375,357.5299987792969,360.8900146484375,360.8900146484375,0
2010-03-17,361.1199951171875,364.8999938964844,361.0899963378906,363.7799987792969,363.7799987792969,0
2010-03-18,362.75,365.07000732421875,362.20001220703125,362.75,362.75,0
2010-03-19,363.2699890136719,363.9200134277344,357.9700012207031,359.42999267578125,359.42999267578125,0
2010-03-22,357.3999938964844,364.6600036621094,356.5400085449219,364.3900146484375,364.3900146484375,0
2010-03-23,364.4800109863281,368.239990234375,362.7699890136719,368.0,368.0,0
2010-03-24,366.80999755859375,367.0299987792969,363.69000244140625,363.7900085449219,363.7900085449219,0
2010-03-25,365.3299865722656,368.69000244140625,361.5199890136719,361.6300048828125,361.6300048828125,0
2010-03-26,362.75,364.6000061035156,360.0400085449219,361.1000061035156,361.1000061035156,0
2010-03-29,362.0799865722656,363.489990234375,360.8999938964844,362.5299987792969,362.5299987792969,0
2010-03-30,362.7900085449219,364.8500061035156,361.3800048828125,363.6199951171875,363.6199951171875,0
2010-03-31,362.29998779296875,365.5799865722656,360.29998779296875,360.29998779296875,360.29998779296875,0
2010-04-01,361.8299865722656,364.54998779296875,359.8699951171875,363.4200134277344,363.4200134277344,0
2010-04-05,364.5400085449219,370.2300109863281,363.8699951171875,370.2300109863281,370.2300109863281,0
2010-04-06,368.70001220703125,372.8800048828125,367.989990234375,372.20001220703125,372.20001220703125,0
2010-04-07,371.6000061035156,372.7799987792969,369.0,371.2200012207031,371.2200012207031,0
2010-04-08,370.04998779296875,371.5899963378906,367.20001220703125,370.6099853515625,370.6099853515625,0
2010-04-09,371.2699890136719,372.4100036621094,368.45001220703125,372.4100036621094,372.4100036621094,0
2010-04-12,372.94000244140625,374.1199951171875,371.3599853515625,373.4700012207031,373.4700012207031,0
2010-04-13,372.8299865722656,374.5899963378906,370.80999755859375,374.5199890136719,374.5199890136719,0
2010-04-14,376.04998779296875,382.32000732421875,376.04998779296875,382.32000732421875,382.32000732421875,0
2010-04-15,382.1499938964844,383.44000244140625,381.44000244140625,382.8800048828125,382.8800048828125,0
2010-04-16,382.5899963378906,383.3900146484375,376.7099914550781,378.7799987792969,378.7799987792969,0
2010-04-19,378.6400146484375,379.8500061035156,372.6499938964844,378.2699890136719,378.2699890136719,0
2010-04-20,379.260009765625,383.0199890136719,378.489990234375,383.0199890136719,383.0199890136719,0
2010-04-21,383.0199890136719,386.25,382.5899963378906,386.0899963378906,386.0899963378906,0
2010-04-22,383.510009765625,390.8699951171875,380.6099853515625,390.7099914550781,390.7099914550781,0
2010-04-23,390.75,394.6499938964844,389.1700134277344,394.6499938964844,394.6499938964844,0
2010-04-26,394.260009765625,396.6300048828125,392.79998779296875,392.9200134277344,392.9200134277344,0
2010-04-27,391.4100036621094,394.4200134277344,383.6000061035156,384.04998779296875,384.04998779296875,0
2010-04-28,385.4100036621094,386.5299987792969,383.0199890136719,384.510009765625,384.510009765625,0
2010-04-29,386.2300109863281,394.0299987792969,385.6499938964844,394.0299987792969,394.0299987792969,0
2010-04-30,394.2799987792969,394.29998779296875,381.0799865722656,381.0899963378906,381.0899963378906,0
2010-05-03,382.3900146484375,389.5400085449219,382.3900146484375,389.5400085449219,389.5400085449219,0
2010-05-04,386.4800109863281,386.4800109863281,376.4599914550781,378.3599853515625,378.3599853515625,0
2010-05-05,375.80999755859375,378.510009765625,371.5400085449219,373.29998779296875,373.29998779296875,0
2010-05-06,371.5199890136719,374.6600036621094,343.989990234375,360.95001220703125,360.95001220703125,0
2010-05-07,360.17999267578125,362.2300109863281,348.1099853515625,350.69000244140625,350.69000244140625,0
2010-05-10,357.54998779296875,369.0799865722656,357.54998779296875,368.9200134277344,368.9200134277344,0
2010-05-11,366.1300048828125,376.3900146484375,364.30999755859375,371.6499938964844,371.6499938964844,0
2010-05-12,371.7300109863281,382.510009765625,371.7300109863281,382.44000244140625,382.44000244140625,0
2010-05-13,381.0400085449219,384.1199951171875,377.0799865722656,379.57000732421875,379.57000732421875,0
2010-05-14,379.2699890136719,379.2699890136719,367.6199951171875,372.0,372.0,0
2010-05-17,373.19000244140625,377.3399963378906,363.6300048828125,374.19000244140625,374.19000244140625,0
2010-05-18,376.6600036621094,378.8500061035156,365.8500061035156,366.4100036621094,366.4100036621094,0
2010-05-19,365.1099853515625,368.67999267578125,358.44000244140625,362.8699951171875,362.8699951171875,0
2010-05-20,358.7900085449219,358.7900085449219,345.05999755859375,345.05999755859375,345.05999755859375,0
2010-05-21,342.4800109863281,351.95001220703125,339.6000061035156,349.5199890136719,349.5199890136719,0
2010-05-24,348.9800109863281,350.95001220703125,344.9100036621094,344.9200134277344,344.9200134277344,0
2010-05-25,340.8399963378906,343.9200134277344,332.4700012207031,343.3999938964844,343.3999938964844,0
2010-05-26,344.70001220703125,352.4700012207031,343.2099914550781,344.3299865722656,344.3299865722656,0
2010-05-27,348.010009765625,358.2900085449219,348.010009765625,358.1000061035156,358.1000061035156,0
2010-05-28,356.9800109863281,357.42999267578125,351.4200134277344,353.30999755859375,353.30999755859375,0
2010-06-01,351.04998779296875,353.82000732421875,343.1000061035156,343.1000061035156,343.1000061035156,0
2010-06-02,344.57000732421875,352.6300048828125,342.2200012207031,352.6300048828125,352.6300048828125,0
2010-06-03,353.05999755859375,357.7699890136719,352.44000244140625,356.67999267578125,356.67999267578125,0
2010-06-04,352.5,352.5,339.0199890136719,339.5299987792969,339.5299987792969,0
2010-06-07,340.5199890136719,341.9800109863281,331.45001220703125,331.7200012207031,331.7200012207031,0
2010-06-08,332.57000732421875,334.3399963378906,325.989990234375,331.19000244140625,331.19000244140625,0
2010-06-09,332.1499938964844,338.6499938964844,330.2200012207031,331.54998779296875,331.54998779296875,0
2010-06-10,334.2799987792969,342.2799987792969,334.2799987792969,342.2799987792969,342.2799987792969,0
2010-06-11,339.4700012207031,346.8699951171875,338.80999755859375,346.8699951171875,346.8699951171875,0
2010-06-14,349.3900146484375,354.1499938964844,347.8800048828125,348.489990234375,348.489990234375,0
2010-06-15,350.1000061035156,357.29998779296875,349.54998779296875,356.6400146484375,356.6400146484375,0
2010-06-16,353.8900146484375,357.8599853515625,353.239990234375,354.8900146484375,354.8900146484375,0
2010-06-17,356.1600036621094,356.3699951171875,351.3699951171875,354.75,354.75,0
2010-06-18,355.45001220703125,357.4700012207031,353.5199890136719,355.07000732421875,355.07000732421875,0
2010-06-21,357.9599914550781,360.239990234375,349.8699951171875,351.80999755859375,351.80999755859375,0
2010-06-22,352.6199951171875,356.25,344.489990234375,344.7099914550781,344.7099914550781,0
2010-06-23,344.2699890136719,347.05999755859375,340.45001220703125,343.8399963378906,343.8399963378906,0
2010-06-24,342.4800109863281,343.55999755859375,338.1099853515625,338.3299865722656,338.3299865722656,0
2010-06-25,339.25,345.19000244140625,337.0299987792969,344.17999267578125,344.17999267578125,0
2010-06-28,344.0799865722656,347.94000244140625,341.3999938964844,343.4599914550781,343.4599914550781,0
2010-06-29,340.67999267578125,340.67999267578125,329.05999755859375,331.1000061035156,331.1000061035156,0
2010-06-30,331.3599853515625,335.42999267578125,327.32000732421875,327.9700012207031,327.9700012207031,0
2010-07-01,328.1700134277344,328.6099853515625,318.3999938964844,325.5199890136719,325.5199890136719,0
2010-07-02,325.55999755859375,327.5199890136719,320.8900146484375,322.8999938964844,322.8999938964844,0
2010-07-06,325.8699951171875,330.25,316.6600036621094,318.1700134277344,318.1700134277344,0
2010-07-07,319.19000244140625,329.3399963378906,319.19000244140625,329.20001220703125,329.20001220703125,0
2010-07-08,331.2900085449219,334.010009765625,329.30999755859375,334.010009765625,334.010009765625,0
2010-07-09,333.6000061035156,338.55999755859375,333.1700134277344,338.55999755859375,338.55999755859375,0
2010-07-12,337.6000061035156,339.6700134277344,332.2900085449219,334.9100036621094,334.9100036621094,0
2010-07-13,337.1400146484375,346.67999267578125,337.1400146484375,345.7900085449219,345.7900085449219,0
2010-07-14,344.3999938964844,346.010009765625,341.8699951171875,344.32000732421875,344.32000732421875,0
2010-07-15,344.30999755859375,344.3500061035156,337.3500061035156,341.3699951171875,341.3699951171875,0
2010-07-16,339.8399963378906,339.8399963378906,328.6600036621094,329.05999755859375,329.05999755859375,0
2010-07-19,329.989990234375,331.2699890136719,325.3399963378906,330.8500061035156,330.8500061035156,0
2010-07-20,327.70001220703125,336.8699951171875,325.8800048828125,336.7099914550781,336.7099914550781,0
2010-07-21,338.42999267578125,339.25,329.989990234375,330.5299987792969,330.5299987792969,0
2010-07-22,333.6000061035156,342.32000732421875,333.6000061035156,341.94000244140625,341.94000244140625,0
2010-07-23,340.45001220703125,349.3800048828125,339.6000061035156,349.2200012207031,349.2200012207031,0
2010-07-26,350.0199890136719,356.5899963378906,348.6199951171875,356.57000732421875,356.57000732421875,0
2010-07-27,358.3800048828125,360.7300109863281,354.0,355.2200012207031,355.2200012207031,0
2010-07-28,353.989990234375,355.70001220703125,347.8399963378906,349.2099914550781,349.2099914550781,0
2010-07-29,351.1700134277344,353.3399963378906,343.54998779296875,348.94000244140625,348.94000244140625,0
2010-07-30,345.2699890136719,350.9200134277344,342.8900146484375,348.5,348.5,0
2010-08-02,351.7099914550781,355.8999938964844,351.5899963378906,354.3399963378906,354.3399963378906,0
2010-08-03,352.8500061035156,355.20001220703125,348.75,350.3900146484375,350.3900146484375,0
2010-08-04,351.4800109863281,354.7099914550781,351.4800109863281,354.260009765625,354.260009765625,0
2010-08-05,351.9800109863281,352.82000732421875,349.760009765625,349.9200134277344,349.9200134277344,0
2010-08-06,346.739990234375,348.69000244140625,341.1300048828125,347.42999267578125,347.42999267578125,0
2010-08-09,349.3999938964844,352.25,348.1300048828125,351.7099914550781,351.7099914550781,0
2010-08-10,348.5799865722656,348.70001220703125,342.5899963378906,345.2900085449219,345.2900085449219,0
2010-08-11,341.7300109863281,341.7300109863281,331.6199951171875,332.1600036621094,332.1600036621094,0
2010-08-12,328.8599853515625,332.1199951171875,327.2300109863281,330.80999755859375,330.80999755859375,0
2010-08-13,329.80999755859375,329.9599914550781,326.4599914550781,326.4599914550781,326.4599914550781,0
2010-08-16,324.8699951171875,330.2099914550781,323.55999755859375,328.7300109863281,328.7300109863281,0
2010-08-17,331.4700012207031,336.92999267578125,330.9100036621094,334.6300048828125,334.6300048828125,0
2010-08-18,334.45001220703125,338.6099853515625,331.3399963378906,335.92999267578125,335.92999267578125,0
2010-08-19,334.54998779296875,334.9200134277344,326.20001220703125,327.2699890136719,327.2699890136719,0
2010-08-20,327.2699890136719,327.2699890136719,322.1700134277344,326.9700012207031,326.9700012207031,0
2010-08-23,328.6099853515625,330.6400146484375,322.7699890136719,322.8900146484375,322.8900146484375,0
2010-08-24,319.8999938964844,322.4700012207031,315.2200012207031,319.6300048828125,319.6300048828125,0
2010-08-25,317.69000244140625,324.7099914550781,316.1199951171875,324.1199951171875,324.1199951171875,0
2010-08-26,325.0,327.69000244140625,321.05999755859375,321.6700134277344,321.6700134277344,0
2010-08-27,324.20001220703125,330.42999267578125,319.55999755859375,330.2200012207031,330.2200012207031,0
2010-08-30,328.8800048828125,329.54998779296875,322.2300109863281,322.2300109863281,322.2300109863281,0
2010-08-31,321.489990234375,325.05999755859375,319.4700012207031,322.2300109863281,322.2300109863281,0
2010-09-01,322.8399963378906,334.3699951171875,322.8399963378906,334.3699951171875,334.3699951171875,0
2010-09-02,334.0299987792969,338.3900146484375,333.3399963378906,338.0799865722656,338.0799865722656,0
2010-09-03,341.05999755859375,344.29998779296875,340.239990234375,343.82000732421875,343.82000732421875,0
2010-09-07,342.6600036621094,342.6600036621094,336.30999755859375,336.7900085449219,336.7900085449219,0
2010-09-08,337.6499938964844,341.010009765625,337.6499938964844,338.94000244140625,338.94000244140625,0
2010-09-09,341.4800109863281,342.8699951171875,336.5799865722656,338.92999267578125,338.92999267578125,0
2010-09-10,339.7099914550781,341.3699951171875,338.010009765625,339.45001220703125,339.45001220703125,0
2010-09-13,341.9700012207031,348.1400146484375,341.9700012207031,347.45001220703125,347.45001220703125,0
2010-09-14,346.760009765625,348.80999755859375,344.9700012207031,346.1000061035156,346.1000061035156,0
2010-09-15,345.04998779296875,349.0,343.0799865722656,348.17999267578125,348.17999267578125,0
2010-09-16,347.2699890136719,347.760009765625,342.9100036621094,345.42999267578125,345.42999267578125,0
2010-09-17,347.0400085449219,348.32000732421875,342.69000244140625,347.1000061035156,347.1000061035156,0
2010-09-20,347.7699890136719,356.5799865722656,345.8500061035156,356.3299865722656,356.3299865722656,0
2010-09-21,355.9700012207031,357.80999755859375,353.5799865722656,353.5799865722656,353.5799865722656,0
2010-09-22,352.32000732421875,354.5899963378906,347.44000244140625,349.6600036621094,349.6600036621094,0
2010-09-23,347.1700134277344,351.8399963378906,345.05999755859375,345.3800048828125,345.3800048828125,0
2010-09-24,348.82000732421875,357.05999755859375,348.82000732421875,357.05999755859375,357.05999755859375,0
2010-09-27,357.07000732421875,357.2099914550781,354.0299987792969,355.5400085449219,355.5400085449219,0
2010-09-28,356.19000244140625,359.1000061035156,350.29998779296875,358.80999755859375,358.80999755859375,0
2010-09-29,357.20001220703125,360.95001220703125,357.04998779296875,359.92999267578125,359.92999267578125,0
2010-09-30,361.8999938964844,363.1499938964844,355.239990234375,358.54998779296875,358.54998779296875,0
2010-10-01,361.2300109863281,361.42999267578125,356.9599914550781,360.1199951171875,360.1199951171875,0
2010-10-04,359.2099914550781,360.5400085449219,353.1400146484375,355.3399963378906,355.3399963378906,0
2010-10-05,358.260009765625,366.0,357.44000244140625,365.8500061035156,365.8500061035156,0
2010-10-06,365.0299987792969,365.54998779296875,361.739990234375,363.3800048828125,363.3800048828125,0
2010-10-07,365.2900085449219,365.82000732421875,361.0,362.9599914550781,362.9599914550781,0
2010-10-08,363.2200012207031,368.94000244140625,361.739990234375,367.6300048828125,367.6300048828125,0
2010-10-11,367.6400146484375,370.4700012207031,367.1400146484375,367.3999938964844,367.3999938964844,0
2010-10-12,366.5799865722656,370.0299987792969,363.6199951171875,369.1600036621094,369.1600036621094,0
2010-10-13,370.69000244140625,377.1700134277344,370.0199890136719,375.0,375.0,0
2010-10-14,374.5799865722656,376.0899963378906,371.6400146484375,374.6400146484375,374.6400146484375,0
2010-10-15,376.70001220703125,378.0299987792969,372.2099914550781,373.82000732421875,373.82000732421875,0
2010-10-18,374.4200134277344,377.1700134277344,373.8999938964844,377.1700134277344,377.1700134277344,0
2010-10-19,373.30999755859375,376.1199951171875,367.67999267578125,369.54998779296875,369.54998779296875,0
2010-10-20,370.9700012207031,374.8500061035156,370.5,373.0199890136719,373.0199890136719,0
2010-10-21,374.55999755859375,376.70001220703125,367.3500061035156,371.55999755859375,371.55999755859375,0
2010-10-22,372.0400085449219,374.04998779296875,371.6199951171875,373.9599914550781,373.9599914550781,0
2010-10-25,376.1300048828125,379.4100036621094,375.05999755859375,375.75,375.75,0
2010-10-26,375.2300109863281,377.0899963378906,371.8800048828125,374.8800048828125,374.8800048828125,0
2010-10-27,372.6700134277344,374.2900085449219,369.42999267578125,373.54998779296875,373.54998779296875,0
2010-10-28,375.3500061035156,376.67999267578125,370.6600036621094,372.1099853515625,372.1099853515625,0
2010-10-29,371.5,374.8399963378906,371.4599914550781,373.54998779296875,373.54998779296875,0
2010-11-01,374.9200134277344,377.0299987792969,368.3299865722656,371.0400085449219,371.0400085449219,0
2010-11-02,373.9200134277344,378.67999267578125,373.4200134277344,378.67999267578125,378.67999267578125,0
2010-11-03,378.69000244140625,379.9599914550781,374.94000244140625,379.67999267578125,379.67999267578125,0
2010-11-04,379.7900085449219,389.5199890136719,379.7900085449219,389.5199890136719,389.5199890136719,0
2010-11-05,389.7799987792969,392.5,389.1600036621094,391.1600036621094,391.1600036621094,0
2010-11-08,389.82000732421875,391.8299865722656,388.45001220703125,391.19000244140625,391.19000244140625,0
2010-11-09,391.8999938964844,392.45001220703125,384.7799987792969,386.42999267578125,386.42999267578125,0
2010-11-10,386.8800048828125,391.0899963378906,384.0299987792969,391.0899963378906,391.0899963378906,0
2010-11-11,387.30999755859375,390.3800048828125,385.3599853515625,389.1700134277344,389.1700134277344,0
2010-11-12,386.260009765625,387.8900146484375,383.07000732421875,383.17999267578125,383.17999267578125,0
2010-11-15,384.5299987792969,386.8299865722656,382.8500061035156,383.2699890136719,383.2699890136719,0
2010-11-16,380.6499938964844,381.2699890136719,373.8699951171875,375.9100036621094,375.9100036621094,0
2010-11-17,376.2699890136719,377.25,374.9700012207031,376.3399963378906,376.3399963378906,0
2010-11-18,379.5799865722656,384.510009765625,379.5799865722656,382.8999938964844,382.8999938964844,0
2010-11-19,382.6099853515625,384.5799865722656,380.0899963378906,384.1000061035156,384.1000061035156,0
2010-11-22,383.17999267578125,386.6099853515625,380.7900085449219,385.7799987792969,385.7799987792969,0
2010-11-23,381.8399963378906,383.1099853515625,380.0,383.0199890136719,383.0199890136719,0
2010-11-24,385.69000244140625,391.9800109863281,385.69000244140625,391.9800109863281,391.9800109863281,0
2010-11-26,389.25,391.54998779296875,388.5899963378906,389.79998779296875,389.79998779296875,0
2010-11-29,389.7799987792969,390.2900085449219,383.3299865722656,389.3500061035156,389.3500061035156,0
2010-11-30,385.8999938964844,388.30999755859375,383.4700012207031,386.55999755859375,386.55999755859375,0
2010-12-01,390.2799987792969,395.739990234375,390.2799987792969,395.0899963378906,395.0899963378906,0
2010-12-02,395.5299987792969,399.04998779296875,395.19000244140625,398.9700012207031,398.9700012207031,0
2010-12-03,396.95001220703125,402.4700012207031,396.3500061035156,401.739990234375,401.739990234375,0
2010-12-06,400.8599853515625,404.6000061035156,400.32000732421875,404.0400085449219,404.0400085449219,0
2010-12-07,407.2699890136719,409.3299865722656,405.8999938964844,406.5,406.5,0
2010-12-08,407.29998779296875,408.3999938964844,405.7200012207031,405.7699890136719,405.7699890136719,0
2010-12-09,408.0899963378906,408.1499938964844,405.5799865722656,407.0199890136719,407.0199890136719,0
2010-12-10,407.7900085449219,412.2300109863281,407.0400085449219,411.8299865722656,411.8299865722656,0
2010-12-13,413.0299987792969,413.5899963378906,409.8599853515625,409.8699951171875,409.8699951171875,0
2010-12-14,410.8299865722656,412.010009765625,409.1499938964844,409.8399963378906,409.8399963378906,0
2010-12-15,409.79998779296875,413.70001220703125,408.19000244140625,408.3500061035156,408.3500061035156,0
2010-12-16,408.95001220703125,413.2799987792969,408.19000244140625,412.7900085449219,412.7900085449219,0
2010-12-17,412.92999267578125,415.25,410.4800109863281,415.25,415.25,0
2010-12-20,416.29998779296875,418.5,415.1199951171875,415.9700012207031,415.9700012207031,0
2010-12-21,417.8800048828125,420.4100036621094,417.6199951171875,420.1000061035156,420.1000061035156,0
2010-12-22,420.6300048828125,421.75,419.8800048828125,420.3399963378906,420.3399963378906,0
2010-12-23,420.3999938964844,421.5400085449219,419.54998779296875,419.8800048828125,419.8800048828125,0
2010-12-27,418.7699890136719,421.7099914550781,417.7799987792969,421.55999755859375,421.55999755859375,0
2010-12-28,421.989990234375,421.989990234375,419.0299987792969,420.4200134277344,420.4200134277344,0
2010-12-29,420.70001220703125,421.32000732421875,420.29998779296875,420.6000061035156,420.6000061035156,0
2010-12-30,420.3800048828125,421.9200134277344,420.30999755859375,420.30999755859375,420.30999755859375,0
2010-12-31,419.7699890136719,420.19000244140625,415.7300109863281,415.7300109863281,415.7300109863281,0
2011-01-03,415.7300109863281,425.45001220703125,415.7300109863281,423.9700012207031,423.9700012207031,0
2011-01-04,425.0899963378906,425.1600036621094,412.6499938964844,416.25,416.25,0
2011-01-05,415.3800048828125,420.1099853515625,414.80999755859375,420.1099853515625,420.1099853515625,0
2011-01-06,420.1099853515625,420.4800109863281,416.6300048828125,418.05999755859375,418.05999755859375,0
2011-01-07,418.6499938964844,419.92999267578125,410.82000732421875,416.05999755859375,416.05999755859375,0
2011-01-10,415.2099914550781,418.3299865722656,411.1400146484375,416.8500061035156,416.8500061035156,0
2011-01-11,418.2799987792969,419.6099853515625,416.04998779296875,417.9200134277344,417.9200134277344,0
2011-01-12,419.5299987792969,422.7699890136719,419.5299987792969,421.9599914550781,421.9599914550781,0
2011-01-13,421.94000244140625,423.3900146484375,420.3699951171875,422.0400085449219,422.0400085449219,0
2011-01-14,421.3500061035156,426.2900085449219,421.1499938964844,426.0400085449219,426.0400085449219,0
2011-01-18,425.4100036621094,425.760009765625,422.3999938964844,425.5799865722656,425.5799865722656,0
2011-01-19,425.0299987792969,425.4800109863281,415.7300109863281,416.2099914550781,416.2099914550781,0
2011-01-20,414.70001220703125,416.7699890136719,411.760009765625,412.75,412.75,0
2011-01-21,414.3500061035156,415.25,410.3299865722656,410.42999267578125,410.42999267578125,0
2011-01-24,410.6099853515625,414.7699890136719,410.260009765625,413.5299987792969,413.5299987792969,0
2011-01-25,411.739990234375,414.9599914550781,410.760009765625,414.8999938964844,414.8999938964844,0
2011-01-26,415.8399963378906,422.6099853515625,414.8599853515625,422.0,422.0,0
2011-01-27,422.0199890136719,424.8599853515625,420.57000732421875,423.82000732421875,423.82000732421875,0
2011-01-28,423.7799987792969,423.7900085449219,413.3500061035156,413.3699951171875,413.3699951171875,0
2011-01-31,413.8699951171875,418.5299987792969,412.67999267578125,416.1199951171875,416.1199951171875,0
2011-02-01,418.4599914550781,425.3299865722656,418.19000244140625,424.57000732421875,424.57000732421875,0
2011-02-02,423.1199951171875,425.7799987792969,422.4800109863281,422.7300109863281,422.7300109863281,0
2011-02-03,422.3999938964844,423.94000244140625,417.95001220703125,423.55999755859375,423.55999755859375,0
2011-02-04,423.7200012207031,424.8399963378906,421.8599853515625,424.2200012207031,424.2200012207031,0
2011-02-07,424.6499938964844,430.7900085449219,424.6499938964844,428.55999755859375,428.55999755859375,0
2011-02-08,428.25,430.9200134277344,426.8399963378906,430.9200134277344,430.9200134277344,0
2011-02-09,429.3699951171875,430.7799987792969,426.94000244140625,428.8999938964844,428.8999938964844,0
2011-02-10,426.8599853515625,431.05999755859375,425.9200134277344,430.760009765625,430.760009765625,0
2011-02-11,428.9599914550781,435.2799987792969,428.7799987792969,435.2799987792969,435.2799987792969,0
2011-02-14,435.2200012207031,437.4800109863281,435.19000244140625,437.3900146484375,437.3900146484375,0
2011-02-15,436.1000061035156,436.760009765625,432.7300109863281,432.7300109863281,432.7300109863281,0
2011-02-16,434.7699890136719,437.6400146484375,434.67999267578125,437.5299987792969,437.5299987792969,0
2011-02-17,436.989990234375,441.7699890136719,436.9800109863281,440.0799865722656,440.0799865722656,0
2011-02-18,441.4100036621094,442.5400085449219,439.8699951171875,441.2799987792969,441.2799987792969,0
2011-02-22,437.489990234375,438.8299865722656,430.25,430.5299987792969,430.5299987792969,0
2011-02-23,430.3299865722656,430.5299987792969,420.510009765625,422.010009765625,422.010009765625,0
2011-02-24,421.6499938964844,425.4599914550781,419.6099853515625,424.1300048828125,424.1300048828125,0
2011-02-25,424.80999755859375,433.510009765625,424.80999755859375,433.510009765625,433.510009765625,0
2011-02-28,435.32000732421875,436.42999267578125,431.3699951171875,434.1600036621094,434.1600036621094,0
