date;Value;% Change;Open;High;Low;Turnover;
14.02.2018;760,94;-1,23;761,55;762,81;759,91;7.382.639;
13.02.2018;770,42;0,23;769,71;772,40;767,78;12.262.429;
12.02.2018;768,69;0,27;765,59;768,78;764,85;10.660.253;
09.02.2018;766,62;-0,24;768,25;770,45;764,44;42.599.105;
08.02.2018;768,46;-0,46;770,45;771,81;767,88;4.572.031;
07.02.2018;772,01;-0,24;770,78;774,77;770,42;17.826.345;
06.02.2018;773,88;-0,15;772,01;776,91;769,27;35.817.639;
05.02.2018;775,03;-0,26;773,52;777,62;773,52;2.804.724;
02.02.2018;777,07;0,39;775,35;779,20;775,31;6.294.745;
01.02.2018;774,08;0,09;773,25;777,11;771,59;6.894.959;
31.01.2018;773,37;0,42;768,10;775,70;768,10;18.343.134;
30.01.2018;770,13;0,01;767,99;770,13;767,99;5.468.774;
29.01.2018;770,04;-1,07;782,90;784,67;768,99;32.288.375;
26.01.2018;778,36;0,46;774,40;783,10;772,96;14.134.841;
25.01.2018;774,81;-0,21;775,16;779,47;774,63;16.234.543;
24.01.2018;776,42;0,16;773,33;776,42;771,42;33.147.085;
23.01.2018;775,16;-0,15;774,12;776,66;772,75;12.470.162;
22.01.2018;776,31;0,13;775,29;782,12;773,66;9.476.947;
19.01.2018;775,29;0,25;770,25;784,36;770,25;20.798.483;
18.01.2018;773,33;0,32;765,44;774,57;765,17;28.315.696;
17.01.2018;770,84;-0,49;771,27;775,43;770,25;29.530.916;
16.01.2018;774,65;0,86;770,08;774,72;768,89;38.850.623;
15.01.2018;768,01;-0,69;783,14;783,14;764,23;35.051.123;
12.01.2018;773,34;0,72;768,54;775,48;768,09;26.426.575;
11.01.2018;767,80;0,04;766,27;769,82;765,25;14.422.408;
10.01.2018;767,53;-0,40;768,12;773,81;763,36;14.426.770;
09.01.2018;770,64;0,38;767,21;771,31;764,84;19.210.723;
08.01.2018;767,70;1,95;753,19;778,19;753,19;51.695.961;
05.01.2018;753,03;-0,37;754,55;756,54;743,36;10.441.600;
04.01.2018;755,81;0,16;745,24;757,61;745,24;3.394.767;
03.01.2018;754,59;-0,69;750,55;758,04;743,52;3.689.673;
29.12.2017;759,80;1,36;755,26;763,39;753,30;38.285.677;
28.12.2017;749,62;-0,24;736,33;751,43;736,33;16.656.601;
27.12.2017;751,46;1,45;742,62;751,77;742,62;16.775.099;
26.12.2017;740,70;-0,22;743,84;744,37;736,89;24.471.507;
25.12.2017;742,34;-0,01;735,40;745,25;734,18;5.368.088;
22.12.2017;742,45;-0,80;738,79;748,35;738,79;20.880.144;
21.12.2017;748,40;-0,49;748,69;751,48;746,86;5.448.800;
20.12.2017;752,10;0,24;750,27;752,10;745,57;21.779.307;
19.12.2017;750,27;0,51;733,29;750,27;733,29;24.693.747;
18.12.2017;746,43;0,39;739,57;747,60;738,20;4.259.432;
15.12.2017;743,52;-0,50;746,38;748,41;743,52;9.563.068;
14.12.2017;747,24;0,43;740,60;747,40;740,60;4.944.174;
13.12.2017;744,07;0,04;741,96;744,19;741,96;17.695.979;
12.12.2017;743,78;-0,09;743,93;748,80;743,66;2.547.323;
11.12.2017;744,46;0,36;739,76;746,80;739,76;2.578.253;
08.12.2017;741,79;-0,12;741,47;743,66;740,35;10.837.338;
07.12.2017;742,65;-0,18;743,97;744,27;742,18;4.330.262;
06.12.2017;743,97;0,22;742,14;747,65;742,14;8.866.574;
05.12.2017;742,36;-0,28;744,22;745,08;742,36;3.794.879;
04.12.2017;744,43;-0,02;744,16;744,56;744,16;2.098.735;
01.12.2017;744,59;0,09;744,89;746,65;744,16;10.927.768;
30.11.2017;743,93;1,04;729,46;745,55;729,46;9.773.919;
29.11.2017;736,30;-0,42;733,27;740,28;733,27;29.816.558;
28.11.2017;739,42;0,11;736,81;740,75;735,34;79.135.961;
27.11.2017;738,63;-0,11;735,67;739,63;735,67;70.499.447;
24.11.2017;739,41;0,44;734,27;739,41;734,27;35.981.881;
23.11.2017;736,19;0,60;731,79;736,62;727,89;10.058.986;
22.11.2017;731,78;0,44;728,57;732,80;728,50;5.260.125;
21.11.2017;728,57;-0,73;732,22;733,29;728,35;24.618.543;
20.11.2017;733,93;-0,24;732,74;735,14;732,65;66.801.940;
17.11.2017;735,73;0,34;732,51;735,93;730,24;17.125.189;
16.11.2017;733,26;-0,03;733,48;733,61;732,62;31.289.002;
15.11.2017;733,48;-0,75;737,01;738,83;732,67;108.331.276;
14.11.2017;739,05;0,40;736,12;740,25;735,57;12.607.727;
13.11.2017;736,12;-0,34;734,78;737,54;734,78;6.525.041;
10.11.2017;738,64;0,50;737,83;739,86;736,08;277.800.942;
09.11.2017;734,99;0,61;729,93;735,94;729,14;48.130.497;
08.11.2017;730,57;0,12;728,51;732,93;728,51;17.655.159;
07.11.2017;729,68;0,00;730,72;732,38;729,68;8.336.598;
06.11.2017;729,65;0,10;721,64;730,21;721,64;7.325.695;
03.11.2017;728,92;0,17;728,41;729,91;727,34;5.972.720;
02.11.2017;727,66;-0,61;728,23;730,86;723,52;8.097.274;
01.11.2017;732,12;0,19;729,86;736,25;729,86;1.707.416;
31.10.2017;730,72;0,63;727,23;736,02;725,07;10.689.330;
30.10.2017;726,16;0,01;724,37;726,80;724,37;4.280.120;
27.10.2017;726,08;-0,33;727,75;730,34;725,22;16.137.029;
26.10.2017;728,50;0,13;728,19;729,23;727,22;3.883.098;
25.10.2017;727,55;0,05;727,39;728,57;726,11;3.410.373;
24.10.2017;727,18;-0,15;728,46;728,68;726,18;11.063.873;
23.10.2017;728,25;0,09;725,80;728,25;725,47;10.977.629;
20.10.2017;727,62;-0,35;727,28;728,72;726,36;8.492.532;
19.10.2017;730,17;0,50;726,84;731,05;726,84;7.259.658;
18.10.2017;726,52;-0,53;729,32;729,93;725,80;2.316.638;
17.10.2017;730,39;-0,07;729,41;732,65;728,41;5.176.795;
16.10.2017;730,90;0,50;727,90;732,21;727,90;257.507.452;
13.10.2017;727,24;-0,08;723,08;727,61;722,86;24.100.039;
12.10.2017;727,79;0,11;726,74;727,91;724,66;63.690.349;
11.10.2017;726,96;-0,04;725,30;727,93;724,55;6.760.705;
10.10.2017;727,23;0,02;726,90;729,35;726,90;10.366.509;
09.10.2017;727,11;0,14;725,22;727,97;723,28;2.659.062;
06.10.2017;726,08;0,55;721,06;727,29;721,06;24.800.156;
05.10.2017;722,11;0,20;720,44;723,45;719,72;10.297.895;
04.10.2017;720,66;-0,06;721,53;722,25;720,65;4.108.248;
03.10.2017;721,10;0,22;722,49;723,57;721,02;4.333.329;
02.10.2017;719,50;-0,17;715,42;720,54;714,67;2.721.360;
29.09.2017;720,76;-0,33;722,08;723,14;719,37;7.006.959;
28.09.2017;723,17;0,28;721,32;723,41;721,32;3.072.168;
27.09.2017;721,17;-0,34;723,43;724,18;718,04;11.482.221;
26.09.2017;723,64;-0,05;723,48;726,65;721,23;7.093.947;
25.09.2017;724,02;-0,16;724,96;725,66;723,78;2.241.286;
22.09.2017;725,19;-1,00;730,96;731,84;725,19;4.156.924;
21.09.2017;732,52;0,51;729,23;732,80;728,58;49.068.199;
20.09.2017;728,77;-0,01;728,86;729,79;722,22;15.680.620;
19.09.2017;728,86;-0,41;730,61;731,51;728,64;5.463.645;
18.09.2017;731,83;0,24;728,65;732,84;728,65;5.708.955;
15.09.2017;730,05;0,46;725,13;731,85;724,86;10.879.736;
14.09.2017;726,70;-0,31;727,04;731,42;726,70;15.320.264;
13.09.2017;728,96;0,06;728,66;730,20;728,41;3.035.223;
12.09.2017;728,53;-0,03;728,06;729,37;726,43;4.441.830;
11.09.2017;728,73;0,20;727,94;728,79;727,11;6.353.314;
08.09.2017;727,27;-0,28;728,37;728,37;725,18;10.336.737;
07.09.2017;729,28;0,22;726,14;730,19;726,14;3.498.973;
06.09.2017;727,70;0,41;725,20;727,88;725,11;4.281.934;
05.09.2017;724,74;-0,35;724,62;726,66;724,09;3.297.765;
04.09.2017;727,30;0,36;724,60;728,40;724,60;12.878.673;
01.09.2017;724,71;-0,12;724,16;725,74;724,16;1.249.253;
31.08.2017;725,60;-0,09;725,48;727,22;725,48;17.185.657;
30.08.2017;726,24;-0,31;727,60;729,63;726,20;4.224.189;
29.08.2017;728,49;0,52;720,55;728,88;720,24;11.835.113;
28.08.2017;724,75;0,09;724,11;725,52;722,71;5.278.358;
25.08.2017;724,11;0,18;722,43;729,59;722,11;12.197.052;
24.08.2017;722,78;0,28;718,96;722,78;718,83;5.545.538;
23.08.2017;720,74;-0,28;723,55;724,23;716,54;18.028.502;
22.08.2017;722,78;-0,03;721,13;726,37;719,88;15.787.524;
21.08.2017;723,00;0,28;720,62;723,22;720,53;3.959.024;
18.08.2017;721,01;-0,05;716,80;722,44;716,80;4.567.993;
17.08.2017;721,38;0,44;718,80;721,38;717,52;6.448.032;
16.08.2017;718,19;0,32;715,44;719,11;715,34;11.125.886;
15.08.2017;715,89;-0,28;715,24;718,14;714,35;2.490.696;
14.08.2017;717,89;-0,89;720,52;720,52;715,68;7.081.268;
11.08.2017;724,37;0,17;721,97;726,24;720,45;13.929.287;
10.08.2017;723,12;0,44;720,39;723,12;718,75;35.279.360;
09.08.2017;719,94;-0,06;718,57;720,76;716,65;7.846.182;
08.08.2017;720,36;-0,63;722,47;722,90;717,66;43.877.432;
07.08.2017;724,92;-0,61;728,63;728,63;721,27;19.220.683;
04.08.2017;729,39;1,57;715,66;730,70;715,66;5.851.732;
03.08.2017;718,12;1,55;705,68;720,95;705,20;34.192.660;
02.08.2017;707,17;-2,35;722,39;723,45;704,38;27.468.073;
01.08.2017;724,22;0,19;720,81;725,93;715,74;7.967.409;
31.07.2017;722,88;-0,81;726,71;727,82;721,84;27.081.497;
28.07.2017;728,80;1,04;721,31;730,25;721,31;56.634.550;
27.07.2017;721,31;0,63;714,86;722,46;713,84;16.553.198;
26.07.2017;716,76;-0,24;716,12;722,78;713,43;48.522.275;
25.07.2017;718,50;0,05;716,58;719,61;716,53;14.556.063;
24.07.2017;718,11;0,97;711,19;720,14;709,68;30.610.153;
21.07.2017;711,19;0,66;706,54;713,02;706,54;9.431.378;
20.07.2017;706,54;-0,38;705,87;707,35;705,22;5.478.974;
19.07.2017;709,27;0,11;706,99;711,32;704,84;3.358.086;
18.07.2017;708,46;-0,65;712,98;713,27;707,12;5.813.905;
17.07.2017;713,09;-0,27;712,49;714,82;711,79;8.733.878;
14.07.2017;715,05;0,20;712,16;716,20;710,20;2.385.068;
13.07.2017;713,63;-0,26;716,89;716,95;712,34;18.725.333;
12.07.2017;715,46;-0,09;710,74;716,65;710,74;7.028.670;
11.07.2017;716,12;-0,04;715,31;717,73;713,38;17.540.110;
10.07.2017;716,42;0,94;709,77;716,42;705,63;42.824.541;
07.07.2017;709,77;0,05;711,04;712,44;708,09;9.288.300;
06.07.2017;709,41;-0,63;711,54;711,54;707,99;15.720.254;
05.07.2017;713,88;0,12;711,54;714,59;711,27;116.286.761;
04.07.2017;713,05;0,14;711,40;715,64;710,55;10.739.827;
03.07.2017;712,03;0,10;709,18;713,76;708,34;8.236.979;
30.06.2017;711,32;-0,39;713,74;714,77;709,64;8.236.700;
29.06.2017;714,10;0,60;709,34;716,20;709,18;18.428.028;
28.06.2017;709,83;-0,35;709,30;710,39;709,30;2.817.910;
27.06.2017;712,30;0,34;707,11;713,71;706,30;5.148.218;
26.06.2017;709,87;0,58;706,71;711,11;706,71;7.160.051;
23.06.2017;705,79;-0,08;704,72;709,54;703,93;23.176.121;
22.06.2017;706,37;0,33;702,58;708,79;702,58;3.190.184;
21.06.2017;704,04;0,01;703,95;706,43;699,25;7.985.890;
20.06.2017;703,95;-0,63;708,45;708,85;702,97;7.226.373;
19.06.2017;708,39;-0,28;708,35;710,65;706,37;5.704.234;
16.06.2017;710,41;-1,14;715,76;717,34;709,49;6.240.768;
15.06.2017;718,61;-0,18;716,97;719,93;713,64;36.281.017;
14.06.2017;719,91;0,00;721,11;721,51;713,29;66.908.465;
13.06.2017;719,93;-0,50;723,54;723,54;715,43;35.250.354;
12.06.2017;723,54;0,67;716,19;723,54;715,67;104.335.967;
09.06.2017;718,73;-0,03;713,60;720,65;713,60;13.328.525;
08.06.2017;718,96;-0,50;718,98;719,56;709,98;9.462.595;
07.06.2017;722,55;0,30;714,91;723,47;714,91;63.692.435;
06.06.2017;720,38;0,42;714,26;723,02;714,26;12.360.919;
05.06.2017;717,40;-0,34;717,44;718,65;715,49;6.557.653;
02.06.2017;719,88;-0,01;719,15;720,80;718,36;14.776.728;
01.06.2017;719,93;-0,82;724,09;725,08;719,38;5.761.111;
31.05.2017;725,85;0,93;718,83;726,99;718,43;4.749.990;
30.05.2017;719,15;0,21;718,13;720,64;717,32;33.720.371;
29.05.2017;717,64;-0,03;714,88;717,64;714,88;11.313.502;
26.05.2017;717,82;-2,53;736,57;736,57;714,13;29.044.022;
25.05.2017;736,47;0,11;734,70;736,89;734,39;38.915.659;
24.05.2017;735,64;-0,47;738,73;739,35;735,58;23.297.159;
23.05.2017;739,12;-0,10;739,29;740,91;738,45;23.758.405;
22.05.2017;739,88;0,13;738,39;742,26;738,29;13.638.554;
19.05.2017;738,95;1,04;738,41;739,60;734,58;29.048.883;
18.05.2017;731,38;-0,20;734,46;739,35;728,67;15.651.883;
17.05.2017;732,83;0,27;729,42;735,43;725,73;3.779.073;
16.05.2017;730,89;0,28;736,11;736,11;729,15;46.006.252;
15.05.2017;728,83;0,40;722,48;730,47;722,48;17.273.331;
12.05.2017;725,90;-0,44;727,95;731,31;725,12;13.872.086;
11.05.2017;729,13;0,59;722,83;729,67;722,79;11.192.962;
10.05.2017;724,88;1,38;716,24;729,33;716,24;5.369.044;
09.05.2017;715,04;-0,10;715,75;717,24;714,57;13.695.921;
08.05.2017;715,75;0,06;715,54;716,74;714,42;11.552.125;
05.05.2017;715,34;-0,06;713,98;715,55;713,98;20.560.072;
04.05.2017;715,75;-0,59;717,34;717,34;713,36;10.020.166;
03.05.2017;719,97;-0,09;718,20;720,87;716,07;5.284.323;
28.04.2017;720,64;-1,14;728,36;728,76;719,23;5.850.255;
27.04.2017;728,94;-0,36;731,56;733,77;728,40;4.868.298;
26.04.2017;731,56;-0,12;731,43;731,69;731,35;2.233.193;
25.04.2017;732,41;-0,27;732,23;734,39;730,47;15.766.124;
24.04.2017;734,40;0,06;733,96;736,30;730,83;11.136.899;
21.04.2017;733,96;0,16;732,67;735,89;732,67;4.354.002;
20.04.2017;732,80;0,74;723,93;735,17;723,93;16.573.284;
19.04.2017;727,44;0,10;728,65;729,04;725,52;21.775.476;
18.04.2017;726,69;-0,74;734,83;734,83;726,69;23.286.066;
13.04.2017;732,09;-0,33;729,01;736,64;728,92;12.027.428;
12.04.2017;734,48;0,07;733,77;738,40;730,20;35.369.158;
11.04.2017;734,00;1,12;721,48;735,25;721,48;13.396.662;
10.04.2017;725,88;-0,36;726,48;728,61;720,77;23.903.388;
07.04.2017;728,53;0,01;724,78;729,69;724,54;11.767.375;
06.04.2017;728,48;-0,14;725,47;729,44;724,76;14.672.105;
05.04.2017;729,47;-0,01;722,21;729,76;722,21;11.804.423;
04.04.2017;729,54;-0,07;727,15;731,76;725,43;9.849.117;
03.04.2017;730,07;-0,33;730,06;732,50;725,37;8.294.562;
31.03.2017;732,51;-0,14;731,57;734,43;727,83;61.200.396;
30.03.2017;733,55;-0,53;733,61;736,57;730,62;16.006.777;
29.03.2017;737,47;-0,27;737,37;739,39;734,48;15.860.163;
28.03.2017;739,44;-0,68;745,45;745,45;733,09;26.627.743;
27.03.2017;744,49;-0,22;746,70;746,70;743,20;28.625.990;
24.03.2017;746,12;0,78;740,11;746,12;740,11;10.439.921;
23.03.2017;740,31;-0,75;737,62;744,06;737,62;7.840.352;
22.03.2017;745,88;-0,19;747,29;749,33;741,66;26.410.149;
21.03.2017;747,29;0,16;744,90;748,94;744,44;22.367.771;
20.03.2017;746,06;0,24;743,63;747,26;743,63;3.230.539;
17.03.2017;744,29;-0,36;744,64;746,85;739,57;9.688.406;
16.03.2017;746,97;0,69;736,14;752,96;736,14;13.411.241;
15.03.2017;741,88;0,35;738,79;744,71;734,53;9.351.210;
14.03.2017;739,29;-0,17;739,25;742,22;734,43;17.734.252;
13.03.2017;740,54;0,11;737,69;741,57;736,50;21.844.114;
10.03.2017;739,72;0,51;730,66;741,05;730,66;29.934.521;
09.03.2017;736,00;-0,42;736,23;738,31;735,08;14.087.943;
08.03.2017;739,13;-0,20;739,81;742,97;730,79;19.812.036;
07.03.2017;740,58;2,04;718,67;742,48;718,67;22.709.117;
06.03.2017;725,80;0,50;720,50;736,69;714,19;45.805.801;
03.03.2017;722,19;0,25;721,62;729,52;717,84;63.050.657;
02.03.2017;720,37;0,67;714,60;722,05;713,21;10.007.950;
01.03.2017;715,57;-0,45;718,00;718,59;714,72;9.261.100;
28.02.2017;718,77;0,28;714,57;720,97;714,57;33.837.045;
27.02.2017;716,75;0,13;713,42;717,54;713,42;17.514.570;
24.02.2017;715,80;-0,19;718,04;720,17;715,67;9.535.259;
23.02.2017;717,13;0,40;714,02;720,05;712,64;9.398.564;
22.02.2017;714,28;0,32;711,42;715,17;710,26;7.837.633;
21.02.2017;712,01;0,03;710,84;712,01;708,50;8.799.539;
20.02.2017;711,81;0,27;707,53;713,67;707,53;15.782.600;
17.02.2017;709,89;0,15;707,22;713,11;706,81;5.609.088;
14.02.2017;708,82;0,75;702,55;709,30;702,55;130.656.448;
13.02.2017;703,52;0,13;703,79;707,46;701,21;37.494.278;
10.02.2017;702,58;-0,38;701,16;704,02;698,64;5.627.581;
09.02.2017;705,26;0,80;698,37;705,26;697,32;10.785.021;
08.02.2017;699,63;-0,19;698,73;700,48;698,38;2.105.044;
07.02.2017;700,95;0,12;700,12;704,63;700,12;5.948.051;
06.02.2017;700,12;0,44;694,71;700,12;693,97;4.242.902;
03.02.2017;697,07;-1,07;701,97;701,97;694,99;33.236.639;
02.02.2017;704,63;0,54;697,25;704,63;697,25;340.850.845;
01.02.2017;700,88;0,27;694,94;701,38;694,94;5.577.684;
31.01.2017;699,01;0,28;694,26;699,01;694,26;490.923.432;
30.01.2017;697,03;0,09;695,45;697,66;695,45;5.576.235;
27.01.2017;696,42;-0,12;695,69;696,94;694,25;7.706.259;
26.01.2017;697,23;-0,14;698,54;698,54;695,95;9.998.151;
25.01.2017;698,19;-0,12;694,52;698,43;694,50;28.039.127;
24.01.2017;699,04;-0,27;698,17;700,67;698,07;40.556.295;
23.01.2017;700,91;-0,08;695,54;702,85;695,54;20.928.098;
20.01.2017;701,44;-1,46;710,00;710,00;701,37;11.916.870;
19.01.2017;711,85;0,04;708,96;713,06;708,72;3.358.538;
18.01.2017;711,59;-0,51;718,15;720,79;710,33;14.111.367;
17.01.2017;715,21;0,43;710,62;715,59;709,36;5.742.206;
16.01.2017;712,17;-0,02;708,80;712,34;706,36;9.912.464;
13.01.2017;712,33;-0,30;711,56;715,62;709,33;10.882.970;
12.01.2017;714,50;0,88;705,71;714,58;705,71;7.230.755;
11.01.2017;708,25;-0,63;711,96;711,96;706,00;10.435.171;
10.01.2017;712,74;-0,71;715,05;720,24;712,69;4.757.637;
09.01.2017;717,86;0,42;714,09;722,35;713,71;13.137.468;
06.01.2017;714,88;0,01;712,67;716,72;712,67;1.566.346;
05.01.2017;714,82;-0,24;715,39;720,42;714,82;3.784.997;
04.01.2017;716,56;-0,11;711,56;719,90;711,56;516.838;
30.12.2016;717,37;0,37;716,66;722,25;705,71;9.501.889;
29.12.2016;714,72;0,02;713,43;719,20;709,65;4.987.503;
28.12.2016;714,60;-0,32;714,14;718,67;708,49;8.598.347;
27.12.2016;716,90;0,84;708,53;716,90;708,53;11.873.862;
26.12.2016;710,90;-0,24;709,61;712,70;706,74;4.196.356;
23.12.2016;712,63;-1,10;714,67;718,98;710,35;9.927.284;
22.12.2016;720,53;-0,23;714,73;720,74;714,71;10.081.024;
21.12.2016;722,20;0,74;713,57;722,20;713,57;5.205.252;
20.12.2016;716,91;-0,20;715,80;718,58;715,14;6.723.436;
19.12.2016;718,38;-0,39;713,49;721,65;713,20;11.810.052;
16.12.2016;721,17;0,18;712,84;723,10;712,84;12.331.175;
15.12.2016;719,90;0,06;719,55;721,47;714,06;34.970.796;
14.12.2016;719,46;-0,85;723,83;724,21;717,25;9.029.984;
13.12.2016;725,63;0,44;721,31;726,08;721,31;24.527.020;
12.12.2016;722,43;0,40;721,24;725,33;712,18;16.742.954;
09.12.2016;719,52;0,34;714,76;720,48;713,37;26.269.638;
08.12.2016;717,08;0,32;713,05;728,27;712,38;29.963.537;
07.12.2016;714,78;0,04;709,03;715,71;709,03;18.709.843;
06.12.2016;714,52;1,34;702,93;718,54;702,93;21.929.944;
05.12.2016;705,08;-0,18;705,70;709,34;702,06;9.272.394;
02.12.2016;706,37;0,72;694,66;709,49;694,66;10.745.124;
01.12.2016;701,30;0,96;692,24;701,85;692,24;27.406.482;
30.11.2016;694,63;0,35;686,98;695,78;686,98;10.154.596;
29.11.2016;692,21;-0,01;688,36;693,33;688,36;42.426.607;
28.11.2016;692,27;0,46;683,20;694,95;683,20;5.419.079;
25.11.2016;689,08;1,07;681,36;692,29;681,36;11.849.093;
24.11.2016;681,76;0,08;677,17;683,29;677,17;8.814.690;
23.11.2016;681,22;0,27;677,66;682,46;677,66;48.536.783;
22.11.2016;679,41;-0,07;675,06;680,83;675,06;14.521.179;
21.11.2016;679,86;0,98;666,84;680,11;666,84;21.203.162;
18.11.2016;673,29;1,60;662,15;674,42;661,12;14.945.561;
17.11.2016;662,71;0,30;660,73;665,28;660,73;20.864.410;
16.11.2016;660,73;0,04;658,96;662,35;658,85;9.372.182;
15.11.2016;660,47;-0,84;666,01;666,01;656,74;30.177.365;
14.11.2016;666,07;0,20;662,44;668,08;658,92;6.792.319;
10.11.2016;664,75;-0,04;660,84;667,79;660,84;9.805.724;
09.11.2016;665,03;-0,09;665,66;667,65;664,79;15.928.787;
08.11.2016;665,66;0,60;659,75;666,38;659,75;7.810.545;
07.11.2016;661,66;-0,85;662,60;665,50;659,17;30.098.328;
04.11.2016;667,33;1,02;661,16;670,33;660,95;24.999.920;
03.11.2016;660,59;-0,72;665,17;665,17;659,82;3.265.407;
02.11.2016;665,39;-1,09;670,27;671,31;660,58;42.883.129;
01.11.2016;672,70;-0,72;677,38;678,19;669,04;5.236.574;
31.10.2016;677,60;0,16;677,10;679,97;674,51;4.008.150;
28.10.2016;676,53;0,22;674,38;678,30;673,69;8.806.112;
27.10.2016;675,07;-0,21;677,80;678,88;667,88;8.848.140;
26.10.2016;676,47;-0,02;677,16;688,54;667,71;10.675.807;
25.10.2016;676,60;0,51;668,15;677,27;665,68;6.581.257;
24.10.2016;673,14;0,44;668,25;674,25;663,09;11.236.095;
21.10.2016;670,20;1,06;655,60;674,37;655,60;9.673.940;
20.10.2016;663,20;2,18;648,56;667,76;648,56;28.628.332;
19.10.2016;649,02;0,51;643,26;661,77;643,26;21.362.312;
18.10.2016;645,71;0,84;639,33;647,27;638,71;9.996.568;
17.10.2016;640,31;0,03;638,57;641,97;638,57;11.793.294;
14.10.2016;640,13;0,63;635,33;641,49;635,33;25.693.022;
13.10.2016;636,13;0,20;632,89;637,64;632,89;21.340.778;
12.10.2016;634,86;0,03;629,32;637,93;629,32;7.184.885;
11.10.2016;634,66;-1,18;635,92;641,37;633,99;36.019.548;
10.10.2016;642,27;0,37;638,84;644,54;635,85;20.949.118;
07.10.2016;639,91;-0,36;641,76;642,82;637,16;27.029.936;
06.10.2016;642,24;0,60;637,46;645,72;637,46;31.583.161;
05.10.2016;638,44;-0,31;636,10;646,75;636,10;21.323.080;
04.10.2016;640,42;0,65;635,43;640,64;635,37;43.571.539;
03.10.2016;636,28;0,00;632,85;638,97;632,85;7.153.537;
30.09.2016;636,30;0,07;634,84;638,91;632,66;6.710.658;
29.09.2016;635,84;0,32;635,33;639,34;632,92;18.914.174;
28.09.2016;633,84;-0,56;635,63;635,82;630,74;19.928.131;
27.09.2016;637,42;-0,07;637,84;638,08;633,01;2.612.176;
26.09.2016;637,84;-0,26;638,90;638,90;631,31;4.823.080;
23.09.2016;639,48;-0,39;641,59;643,27;639,00;2.057.777;
22.09.2016;641,96;-0,45;643,62;644,01;639,81;10.210.702;
21.09.2016;644,83;0,62;637,11;645,31;636,14;2.067.233;
20.09.2016;640,84;0,19;638,20;644,57;637,78;20.396.410;
19.09.2016;639,65;1,18;633,48;639,65;631,34;12.658.140;
16.09.2016;632,22;-0,48;632,86;635,02;629,83;6.957.502;
15.09.2016;635,27;0,30;633,45;638,51;632,55;15.324.862;
14.09.2016;633,36;0,33;628,77;634,06;628,77;7.836.052;
13.09.2016;631,25;-0,41;628,57;633,19;626,20;3.015.078;
12.09.2016;633,86;-0,76;636,36;637,12;631,12;3.217.177;
09.09.2016;638,69;-0,05;635,87;641,32;634,46;6.935.110;
08.09.2016;639,01;0,25;635,06;642,96;635,06;9.016.496;
07.09.2016;637,40;0,75;630,31;640,71;630,31;7.580.313;
06.09.2016;632,63;0,64;627,21;634,79;627,06;5.643.119;
05.09.2016;628,63;-0,32;627,60;634,07;627,51;2.108.842;
02.09.2016;630,65;0,51;628,14;631,78;628,14;8.286.623;
01.09.2016;627,48;0,12;626,15;629,40;625,70;3.717.905;
31.08.2016;626,73;0,99;616,88;628,66;616,88;6.018.028;
30.08.2016;620,61;-0,23;619,90;622,15;618,61;6.503.315;
29.08.2016;622,04;0,00;621,80;624,52;618,79;3.059.674;
26.08.2016;622,01;0,12;620,69;623,48;618,67;3.662.931;
25.08.2016;621,28;0,16;618,58;623,00;617,91;4.852.702;
24.08.2016;620,28;-0,33;621,39;624,55;618,23;7.413.322;
23.08.2016;622,35;0,38;618,68;623,58;616,07;4.397.325;
22.08.2016;619,99;0,16;617,86;622,97;615,35;2.832.823;
19.08.2016;619,00;-0,20;620,21;624,38;618,05;10.760.059;
18.08.2016;620,21;-0,09;617,35;622,87;617,35;2.656.767;
17.08.2016;620,74;-0,06;621,45;624,38;618,56;12.540.747;
16.08.2016;621,09;-1,55;626,38;628,80;616,30;4.907.104;
15.08.2016;630,87;-0,53;631,23;634,22;627,17;11.208.963;
12.08.2016;634,23;-0,74;631,98;634,95;628,19;2.721.478;
11.08.2016;638,93;0,30;635,37;645,29;632,12;22.125.271;
10.08.2016;637,03;1,33;628,62;647,20;628,62;16.614.208;
09.08.2016;628,67;-0,39;630,92;633,65;624,65;15.858.021;
08.08.2016;631,12;-0,78;635,71;637,05;629,89;15.290.404;
05.08.2016;636,05;1,02;629,88;637,86;627,85;9.582.157;
04.08.2016;629,61;0,27;623,24;630,59;623,24;5.692.862;
03.08.2016;627,90;-1,78;637,15;639,03;627,80;2.005.259;
02.08.2016;639,26;0,21;637,12;639,79;636,66;20.021.695;
01.08.2016;637,95;0,50;632,16;639,87;632,16;1.288.501;
29.07.2016;634,77;2,17;620,44;643,51;620,44;6.513.508;
28.07.2016;621,30;0,16;618,52;626,14;618,52;6.555.953;
27.07.2016;620,31;0,71;615,50;625,03;615,50;66.231.532;
26.07.2016;615,94;0,51;612,20;616,89;611,48;4.068.949;
25.07.2016;612,79;0,40;610,47;614,64;610,39;7.347.216;
22.07.2016;610,32;-0,39;611,83;613,17;609,65;6.807.061;
21.07.2016;612,73;-0,40;613,55;617,24;611,41;6.958.309;
20.07.2016;615,17;0,43;612,11;616,64;611,72;4.357.593;
19.07.2016;612,56;0,25;611,15;615,36;611,15;6.301.743;
18.07.2016;611,02;-0,87;612,59;615,40;610,01;3.905.737;
15.07.2016;616,38;1,11;608,80;619,38;607,70;6.533.362;
14.07.2016;609,62;0,41;607,35;611,85;606,77;8.829.180;
13.07.2016;607,16;0,15;606,25;607,16;604,21;9.646.431;
