date;Value;% Change;Open;High;Low;Turnover;
08.04.2014;574,80;0,06;574,11;576,39;574,02;11.028.080;
07.04.2014;574,46;-0,16;575,36;578,31;573,00;21.641.353;
04.04.2014;575,36;-0,20;576,38;578,59;574,83;16.244.650;
03.04.2014;576,50;1,07;569,15;577,16;568,58;19.919.555;
02.04.2014;570,40;0,81;565,81;571,37;564,73;26.162.393;
01.04.2014;565,81;0,29;563,10;567,13;562,95;26.904.639;
31.03.2014;564,18;-0,16;561,96;565,16;559,26;62.415.276;
28.03.2014;565,10;0,07;559,51;567,25;559,51;15.123.266;
27.03.2014;564,72;0,39;560,98;565,27;560,85;17.527.629;
26.03.2014;562,53;-0,22;563,79;565,03;561,03;16.009.197;
25.03.2014;563,79;0,16;562,21;564,58;562,21;37.735.377;
24.03.2014;562,89;-0,05;563,33;564,19;559,36;14.940.712;
21.03.2014;563,17;-0,25;564,18;566,02;561,43;9.150.392;
20.03.2014;564,56;-0,96;569,97;569,97;564,30;22.535.515;
19.03.2014;570,02;0,37;566,50;570,59;566,50;15.963.734;
18.03.2014;567,90;-0,06;568,24;568,24;565,10;32.576.805;
17.03.2014;568,24;-0,25;569,67;569,75;564,76;21.626.635;
14.03.2014;569,67;0,11;569,05;572,12;566,31;152.914.470;
13.03.2014;569,05;0,11;566,96;569,79;566,96;17.867.619;
12.03.2014;568,40;0,33;566,51;569,09;558,50;26.485.151;
11.03.2014;566,51;-0,27;568,17;568,17;565,88;29.803.851;
10.03.2014;568,02;-0,40;570,36;570,36;567,17;22.642.448;
07.03.2014;570,30;-0,08;570,73;572,33;569,25;31.935.305;
06.03.2014;570,73;1,25;563,51;570,73;563,51;34.294.658;
05.03.2014;563,69;0,65;560,07;566,72;560,07;22.607.100;
04.03.2014;560,03;-0,93;564,63;566,43;559,96;51.046.732;
03.03.2014;565,30;-0,48;567,77;567,77;564,40;49.392.589;
28.02.2014;568,02;-0,99;572,41;577,42;560,79;80.292.478;
27.02.2014;573,72;-0,15;573,94;575,17;571,80;17.288.790;
26.02.2014;574,57;-0,07;574,87;576,11;573,78;7.668.439;
25.02.2014;574,97;0,32;573,42;576,26;566,77;34.631.737;
24.02.2014;573,11;0,33;571,21;574,84;569,73;62.800.269;
21.02.2014;571,21;-0,11;570,68;571,21;569,19;53.996.611;
20.02.2014;571,85;0,30;569,79;575,65;568,89;27.911.934;
19.02.2014;570,15;1,00;565,77;573,69;565,38;75.869.628;
18.02.2014;564,49;0,11;564,41;565,09;562,90;39.308.759;
14.02.2014;563,85;-0,39;566,08;566,08;561,78;39.029.235;
13.02.2014;566,08;-0,25;565,41;566,26;561,89;15.862.364;
12.02.2014;567,48;-0,33;567,57;568,65;565,60;19.339.947;
11.02.2014;569,34;0,15;568,51;569,34;567,19;30.875.436;
10.02.2014;568,51;-0,27;569,94;569,94;566,28;47.345.039;
07.02.2014;570,03;-0,22;569,74;570,54;567,50;20.030.890;
06.02.2014;571,29;0,39;566,53;571,65;566,26;28.599.494;
05.02.2014;569,09;-0,16;570,01;571,18;568,56;10.922.551;
04.02.2014;570,01;-0,42;572,02;572,36;568,05;19.720.578;
03.02.2014;572,41;-0,24;574,19;574,95;571,93;4.984.017;
31.01.2014;573,79;0,86;569,20;574,87;569,20;29.005.642;
30.01.2014;568,87;0,42;566,95;570,12;565,25;23.134.268;
29.01.2014;566,48;0,08;565,84;567,34;564,76;31.046.781;
28.01.2014;566,01;-0,26;565,18;566,83;562,59;48.039.817;
27.01.2014;567,46;-1,68;576,30;577,63;562,34;13.000.829;
24.01.2014;577,14;-0,17;576,62;577,70;576,04;7.292.947;
23.01.2014;578,12;0,33;575,17;581,01;573,07;68.031.205;
22.01.2014;576,22;-0,18;576,06;576,88;573,16;45.780.334;
21.01.2014;577,27;0,28;575,17;578,56;574,36;199.550.004;
20.01.2014;575,65;-0,01;575,60;576,70;573,94;21.752.199;
17.01.2014;575,69;0,67;573,08;577,45;573,08;21.549.082;
16.01.2014;571,85;-0,05;570,50;572,43;570,50;13.207.313;
15.01.2014;572,13;-0,62;576,07;577,23;570,22;124.156.131;
14.01.2014;575,72;0,66;571,59;575,72;571,59;83.356.338;
13.01.2014;571,93;0,02;572,22;574,06;570,93;35.162.798;
10.01.2014;571,79;2,06;558,44;572,99;558,44;2.209.469.235;
09.01.2014;560,23;0,16;559,35;562,28;557,57;40.980.283;
08.01.2014;559,33;-0,17;560,28;560,28;558,82;7.444.112;
06.01.2014;560,28;0,52;557,75;560,28;556,33;4.261.487;
03.01.2014;557,38;-0,11;557,26;558,82;554,19;9.036.269;
31.12.2013;557,97;0,93;552,53;565,34;543,07;11.265.708;
30.12.2013;552,82;0,22;550,86;554,55;550,72;7.657.738;
27.12.2013;551,59;0,47;548,22;552,67;545,77;14.592.612;
26.12.2013;549,03;-0,21;548,90;550,87;547,89;11.531.834;
25.12.2013;550,19;0,21;548,45;550,74;547,65;39.292.519;
24.12.2013;549,03;-0,70;554,98;560,08;548,46;11.683.845;
23.12.2013;552,89;0,00;552,82;554,04;550,72;11.254.569;
20.12.2013;552,87;-0,02;553,28;553,92;550,35;59.439.566;
19.12.2013;553,00;0,48;549,19;553,63;548,81;93.811.245;
18.12.2013;550,34;-0,21;549,65;551,68;548,98;89.393.698;
17.12.2013;551,48;0,12;550,54;551,72;548,36;25.915.167;
16.12.2013;550,84;-0,03;551,14;553,10;549,77;12.669.160;
13.12.2013;550,99;-0,75;554,66;555,91;550,84;48.480.128;
12.12.2013;555,16;0,85;548,82;556,21;548,57;18.633.512;
11.12.2013;550,46;0,57;547,36;550,99;547,34;34.106.537;
10.12.2013;547,36;0,27;545,93;547,52;545,30;73.897.259;
09.12.2013;545,86;-0,07;545,42;547,72;545,23;40.489.420;
06.12.2013;546,24;0,47;544,06;547,41;543,62;42.200.584;
05.12.2013;543,68;0,00;543,55;544,52;543,19;17.258.326;
04.12.2013;543,67;0,09;544,37;545,77;543,24;74.385.561;
03.12.2013;543,17;-0,26;541,05;543,81;540,43;13.830.031;
02.12.2013;544,59;0,55;539,64;545,59;539,64;8.257.793;
29.11.2013;541,61;0,13;541,16;541,64;537,75;62.466.134;
28.11.2013;540,93;-0,34;540,12;543,45;538,67;34.169.971;
27.11.2013;542,75;0,90;537,32;544,57;536,95;20.235.478;
26.11.2013;537,89;-0,25;538,92;538,93;536,47;18.080.794;
25.11.2013;539,26;-0,40;537,72;540,86;536,47;34.165.718;
22.11.2013;541,42;-0,26;541,39;542,04;540,18;7.507.737;
21.11.2013;542,84;-0,10;542,84;543,63;542,08;14.179.354;
20.11.2013;543,40;1,41;535,85;543,91;535,85;21.453.109;
19.11.2013;535,85;0,96;530,77;541,83;530,77;27.653.332;
18.11.2013;530,77;0,64;529,28;531,57;527,78;38.437.746;
15.11.2013;527,40;0,45;525,14;528,04;525,14;47.230.189;
14.11.2013;525,02;0,38;523,02;525,65;523,02;24.922.348;
13.11.2013;523,05;-0,08;523,45;524,05;522,09;13.103.206;
12.11.2013;523,45;-0,93;528,09;528,09;523,02;96.031.094;
08.11.2013;528,36;0,77;524,07;528,43;522,60;22.054.086;
07.11.2013;524,34;0,15;523,22;524,56;522,26;10.185.330;
06.11.2013;523,58;0,07;523,07;524,71;522,27;14.021.507;
05.11.2013;523,22;-0,08;523,59;523,94;521,84;7.020.353;
04.11.2013;523,64;0,26;521,51;523,64;521,51;7.215.949;
01.11.2013;522,29;-0,14;522,71;523,00;520,17;24.469.798;
31.10.2013;523,02;0,21;522,08;523,42;521,35;54.551.865;
30.10.2013;521,94;-0,05;521,96;524,14;518,85;50.224.219;
29.10.2013;522,19;0,09;521,73;522,19;519,90;25.571.822;
28.10.2013;521,73;0,48;520,23;523,00;519,44;9.005.903;
25.10.2013;519,26;-0,49;521,84;522,53;518,00;91.693.727;
24.10.2013;521,80;-0,14;521,65;523,04;519,07;8.916.949;
23.10.2013;522,55;-0,51;524,94;525,49;521,50;60.888.352;
22.10.2013;525,25;0,63;523,24;525,59;522,92;28.680.739;
21.10.2013;521,96;-0,15;521,11;521,96;519,84;16.296.628;
18.10.2013;522,74;0,08;522,49;524,69;519,73;16.901.894;
17.10.2013;522,32;0,20;520,84;522,87;519,89;16.122.314;
16.10.2013;521,26;0,61;519,14;523,79;515,21;12.809.562;
15.10.2013;518,08;0,16;518,91;519,40;517,60;18.980.064;
14.10.2013;517,24;-0,66;520,27;521,00;515,73;6.560.024;
11.10.2013;520,70;0,37;518,79;522,20;517,94;7.434.074;
10.10.2013;518,79;-0,15;519,14;519,79;518,05;37.676.914;
09.10.2013;519,58;0,32;517,57;519,87;517,17;8.226.726;
08.10.2013;517,91;0,19;517,09;518,54;516,15;4.457.158;
07.10.2013;516,95;-0,20;517,57;517,72;514,90;8.224.109;
04.10.2013;518,01;-0,76;520,85;521,53;516,96;24.802.144;
03.10.2013;522,00;0,24;520,87;522,32;518,87;30.296.107;
02.10.2013;520,73;-0,92;525,94;525,94;519,86;5.589.811;
01.10.2013;525,57;0,14;524,00;528,83;523,75;9.530.841;
30.09.2013;524,84;-2,00;534,56;534,56;522,57;1.594.073.162;
27.09.2013;535,56;2,28;523,61;536,49;520,75;637.608.904;
26.09.2013;523,61;0,54;522,96;525,10;520,94;59.300.922;
25.09.2013;520,80;0,45;518,55;521,51;517,94;17.501.404;
24.09.2013;518,45;0,16;516,64;518,58;516,64;6.294.854;
23.09.2013;517,63;-0,58;520,35;521,18;516,91;8.788.369;
20.09.2013;520,63;0,16;519,19;522,13;517,95;8.590.463;
19.09.2013;519,80;-0,64;523,14;523,76;519,50;11.394.032;
18.09.2013;523,14;0,27;521,72;523,56;520,03;10.105.061;
17.09.2013;521,72;-0,87;526,81;531,43;521,72;12.528.803;
16.09.2013;526,31;0,54;521,93;527,14;521,93;40.466.071;
13.09.2013;523,46;0,32;521,80;523,71;518,28;102.189.338;
12.09.2013;521,77;0,27;520,01;522,56;518,78;24.444.694;
11.09.2013;520,34;-0,70;523,64;523,64;518,42;51.696.372;
10.09.2013;524,03;-0,13;524,79;524,79;520,38;17.773.381;
09.09.2013;524,72;0,45;522,43;524,74;521,23;17.443.875;
06.09.2013;522,38;-0,10;522,84;522,97;521,12;6.556.369;
05.09.2013;522,91;0,18;521,43;524,93;521,43;18.913.183;
04.09.2013;521,99;1,02;516,75;523,29;516,75;24.489.957;
03.09.2013;516,74;-0,67;519,70;520,60;516,74;52.125.329;
02.09.2013;520,24;-0,13;521,57;525,55;519,97;10.563.432;
30.08.2013;520,91;1,33;514,09;524,87;513,65;17.437.122;
29.08.2013;514,09;0,51;510,54;515,99;510,29;16.007.734;
28.08.2013;511,49;0,10;510,98;513,70;510,03;95.626.041;
27.08.2013;510,98;0,33;508,59;519,94;506,22;14.520.798;
26.08.2013;509,32;1,11;503,40;509,42;503,40;13.913.009;
23.08.2013;503,72;0,80;499,91;505,79;495,80;18.144.352;
22.08.2013;499,74;-0,80;499,19;501,01;498,70;8.907.495;
21.08.2013;503,77;0,50;501,26;505,33;498,88;9.828.415;
20.08.2013;501,26;0,45;499,76;502,68;499,76;69.301.759;
19.08.2013;499,03;0,06;496,99;500,19;496,99;117.588.054;
16.08.2013;498,75;-0,03;500,95;501,46;496,86;6.437.129;
15.08.2013;498,89;0,14;497,13;500,12;497,13;16.340.461;
14.08.2013;498,21;-0,49;500,69;500,69;496,15;9.865.798;
13.08.2013;500,65;-0,03;498,30;500,70;497,42;32.214.123;
12.08.2013;500,79;-0,41;502,44;503,65;498,71;4.317.849;
09.08.2013;502,85;0,30;500,73;504,17;499,89;5.989.896;
08.08.2013;501,34;-0,22;502,45;503,09;500,78;3.819.762;
07.08.2013;502,45;0,31;500,86;502,45;500,11;6.441.886;
06.08.2013;500,88;0,68;497,96;502,45;496,17;52.571.090;
05.08.2013;497,52;-0,51;500,15;501,42;496,07;7.419.905;
02.08.2013;500,07;-0,06;500,14;500,51;499,66;5.737.020;
01.08.2013;500,37;0,04;499,77;501,27;498,83;5.703.889;
31.07.2013;500,15;-1,01;505,15;505,62;499,20;10.913.075;
30.07.2013;505,26;1,80;496,35;505,26;491,96;246.718.041;
29.07.2013;496,35;-0,69;498,27;498,52;492,35;10.947.154;
26.07.2013;499,78;-0,06;499,45;500,28;498,19;127.087.857;
25.07.2013;500,08;0,01;500,04;500,08;496,55;36.243.298;
24.07.2013;500,04;0,58;497,64;500,36;494,68;23.111.343;
23.07.2013;497,15;-0,03;497,25;499,71;494,52;21.194.439;
22.07.2013;497,32;-0,02;504,58;505,27;497,23;18.480.145;
19.07.2013;497,42;0,91;492,20;498,69;491,85;60.813.780;
18.07.2013;492,92;0,29;491,49;495,71;491,33;10.211.294;
17.07.2013;491,48;0,86;487,27;491,74;487,25;8.773.670;
16.07.2013;487,27;-0,11;487,22;488,64;486,21;33.654.096;
15.07.2013;487,81;-0,18;488,56;489,04;487,34;6.924.161;
12.07.2013;488,71;0,03;488,78;489,29;487,51;6.856.451;
11.07.2013;488,54;-0,31;488,59;490,34;486,37;6.438.181;
10.07.2013;490,04;0,32;488,55;490,05;487,04;4.472.749;
09.07.2013;488,50;-0,06;488,78;488,78;486,32;5.659.555;
08.07.2013;488,77;0,10;487,76;490,34;485,87;6.372.057;
05.07.2013;488,30;-0,07;488,60;489,61;486,56;7.212.764;
04.07.2013;488,62;1,70;480,43;488,62;480,43;13.093.719;
03.07.2013;480,44;0,81;476,32;480,69;475,26;5.825.941;
02.07.2013;476,56;-0,16;477,17;479,16;476,13;9.246.152;
01.07.2013;477,31;-0,57;478,55;481,42;476,12;75.980.449;
28.06.2013;480,06;0,85;476,23;481,12;475,78;28.771.845;
27.06.2013;476,03;-0,60;479,31;480,36;475,70;10.925.232;
26.06.2013;478,92;-0,56;481,64;481,80;477,63;7.395.034;
25.06.2013;481,64;-1,71;488,24;488,56;481,17;4.796.218;
24.06.2013;490,00;1,51;482,72;491,01;482,36;14.575.351;
21.06.2013;482,73;-0,35;484,96;487,79;482,55;15.887.259;
20.06.2013;484,42;-2,01;491,12;491,12;484,37;5.907.718;
19.06.2013;494,38;0,80;490,44;495,57;490,44;15.904.855;
18.06.2013;490,44;1,92;481,20;491,71;479,44;40.840.040;
17.06.2013;481,20;-2,51;488,18;489,51;480,09;3.980.735;
14.06.2013;493,58;-0,23;492,82;495,41;492,46;4.473.064;
13.06.2013;494,70;0,54;492,06;497,39;488,85;34.211.901;
12.06.2013;492,06;-0,42;491,91;492,85;491,04;5.057.803;
11.06.2013;494,14;-0,25;495,24;496,28;492,39;36.985.357;
10.06.2013;495,38;-1,44;500,18;500,75;494,87;6.324.701;
07.06.2013;502,64;0,86;498,37;504,26;497,79;22.203.690;
06.06.2013;498,37;-0,30;498,11;499,20;495,28;4.291.613;
05.06.2013;499,87;-2,14;502,48;503,14;498,70;20.967.467;
04.06.2013;510,80;-1,86;520,47;520,47;508,71;12.593.375;
03.06.2013;520,47;-0,80;524,42;525,15;517,07;11.428.207;
31.05.2013;524,65;-0,37;528,00;528,99;524,60;10.283.141;
30.05.2013;526,62;-0,73;530,20;530,20;522,31;5.233.603;
29.05.2013;530,48;0,11;529,92;531,25;527,92;20.549.028;
28.05.2013;529,92;-0,29;528,48;530,64;526,95;6.293.562;
27.05.2013;531,44;-0,61;534,64;534,64;529,54;5.389.549;
24.05.2013;534,68;-0,32;536,42;536,46;534,48;9.766.078;
23.05.2013;536,42;-0,80;540,92;540,92;535,65;25.158.106;
22.05.2013;540,75;-0,16;541,94;543,85;537,31;11.707.428;
21.05.2013;541,63;-1,19;543,15;544,37;540,01;12.710.432;
20.05.2013;548,13;-0,65;551,43;552,69;547,16;9.446.601;
17.05.2013;551,69;-0,15;551,73;552,38;549,70;39.291.382;
16.05.2013;552,52;-0,45;553,01;553,89;551,00;9.643.547;
15.05.2013;555,04;-0,69;558,88;561,26;553,82;64.207.020;
14.05.2013;558,88;0,27;556,87;559,87;556,87;13.838.387;
13.05.2013;557,38;0,10;555,91;558,73;554,12;13.351.222;
10.05.2013;556,83;-0,23;556,08;559,28;554,92;15.968.916;
09.05.2013;558,09;0,17;556,16;558,31;555,83;23.127.114;
